year,month,day_of_week,day_type,mode_canonical,pax_daily
2018,1,Friday,School Holiday Weekday,metro_bus,268350
2018,1,Friday,School Holiday Weekday,metro_train,570700
2018,1,Friday,School Holiday Weekday,regional_bus,21550
2018,1,Friday,School Holiday Weekday,regional_train,43700
2018,1,Friday,School Holiday Weekday,metro_tram,529250
2018,1,Monday,Normal Weekday,metro_bus,308450
2018,1,Monday,Normal Weekday,metro_train,638350
2018,1,Monday,Normal Weekday,regional_bus,22600
2018,1,Monday,Normal Weekday,regional_train,47700
2018,1,Monday,Normal Weekday,metro_tram,534800
2018,1,Monday,School Holiday Weekday,metro_bus,298500
2018,1,Monday,School Holiday Weekday,metro_train,636150
2018,1,Monday,School Holiday Weekday,regional_bus,23150
2018,1,Monday,School Holiday Weekday,regional_train,49650
2018,1,Monday,School Holiday Weekday,metro_tram,562150
2018,1,Saturday,Weekend,metro_bus,154100
2018,1,Saturday,Weekend,metro_train,333700
2018,1,Saturday,Weekend,regional_bus,13100
2018,1,Saturday,Weekend,regional_train,20600
2018,1,Saturday,Weekend,metro_tram,393050
2018,1,Sunday,Weekend,metro_bus,105100
2018,1,Sunday,Weekend,metro_train,249600
2018,1,Sunday,Weekend,regional_bus,8600
2018,1,Sunday,Weekend,regional_train,18350
2018,1,Sunday,Weekend,metro_tram,325900
2018,1,Thursday,School Holiday Weekday,metro_bus,298100
2018,1,Thursday,School Holiday Weekday,metro_train,617350
2018,1,Thursday,School Holiday Weekday,regional_bus,24400
2018,1,Thursday,School Holiday Weekday,regional_train,47450
2018,1,Thursday,School Holiday Weekday,metro_tram,563600
2018,1,Tuesday,Normal Weekday,metro_bus,359800
2018,1,Tuesday,Normal Weekday,metro_train,729400
2018,1,Tuesday,Normal Weekday,regional_bus,26950
2018,1,Tuesday,Normal Weekday,regional_train,52550
2018,1,Tuesday,Normal Weekday,metro_tram,610600
2018,1,Tuesday,School Holiday Weekday,metro_bus,295500
2018,1,Tuesday,School Holiday Weekday,metro_train,618050
2018,1,Tuesday,School Holiday Weekday,regional_bus,23300
2018,1,Tuesday,School Holiday Weekday,regional_train,48050
2018,1,Tuesday,School Holiday Weekday,metro_tram,558300
2018,1,Wednesday,Normal Weekday,metro_bus,400250
2018,1,Wednesday,Normal Weekday,metro_train,716600
2018,1,Wednesday,Normal Weekday,regional_bus,31300
2018,1,Wednesday,Normal Weekday,regional_train,48600
2018,1,Wednesday,Normal Weekday,metro_tram,611100
2018,1,Wednesday,School Holiday Weekday,metro_bus,299950
2018,1,Wednesday,School Holiday Weekday,metro_train,630400
2018,1,Wednesday,School Holiday Weekday,regional_bus,24400
2018,1,Wednesday,School Holiday Weekday,regional_train,48750
2018,1,Wednesday,School Holiday Weekday,metro_tram,570050
2018,2,Friday,Normal Weekday,metro_bus,449650
2018,2,Friday,Normal Weekday,metro_train,784400
2018,2,Friday,Normal Weekday,regional_bus,39800
2018,2,Friday,Normal Weekday,regional_train,54050
2018,2,Friday,Normal Weekday,metro_tram,691500
2018,2,Monday,Normal Weekday,metro_bus,462750
2018,2,Monday,Normal Weekday,metro_train,770350
2018,2,Monday,Normal Weekday,regional_bus,40150
2018,2,Monday,Normal Weekday,regional_train,52950
2018,2,Monday,Normal Weekday,metro_tram,657250
2018,2,Saturday,Weekend,metro_bus,186950
2018,2,Saturday,Weekend,metro_train,428750
2018,2,Saturday,Weekend,regional_bus,15700
2018,2,Saturday,Weekend,regional_train,26000
2018,2,Saturday,Weekend,metro_tram,469550
2018,2,Sunday,Weekend,metro_bus,117350
2018,2,Sunday,Weekend,metro_train,284150
2018,2,Sunday,Weekend,regional_bus,9950
2018,2,Sunday,Weekend,regional_train,19050
2018,2,Sunday,Weekend,metro_tram,375550
2018,2,Thursday,Normal Weekday,metro_bus,460750
2018,2,Thursday,Normal Weekday,metro_train,777800
2018,2,Thursday,Normal Weekday,regional_bus,40400
2018,2,Thursday,Normal Weekday,regional_train,53800
2018,2,Thursday,Normal Weekday,metro_tram,672900
2018,2,Tuesday,Normal Weekday,metro_bus,475950
2018,2,Tuesday,Normal Weekday,metro_train,806800
2018,2,Tuesday,Normal Weekday,regional_bus,41750
2018,2,Tuesday,Normal Weekday,regional_train,56150
2018,2,Tuesday,Normal Weekday,metro_tram,686050
2018,2,Wednesday,Normal Weekday,metro_bus,468400
2018,2,Wednesday,Normal Weekday,metro_train,803550
2018,2,Wednesday,Normal Weekday,regional_bus,40800
2018,2,Wednesday,Normal Weekday,regional_train,58800
2018,2,Wednesday,Normal Weekday,metro_tram,692450
2018,3,Friday,Normal Weekday,metro_bus,484100
2018,3,Friday,Normal Weekday,metro_train,894550
2018,3,Friday,Normal Weekday,regional_bus,41950
2018,3,Friday,Normal Weekday,regional_train,59800
2018,3,Friday,Normal Weekday,metro_tram,792550
2018,3,Monday,Normal Weekday,metro_bus,478600
2018,3,Monday,Normal Weekday,metro_train,827100
2018,3,Monday,Normal Weekday,regional_bus,40500
2018,3,Monday,Normal Weekday,regional_train,58650
2018,3,Monday,Normal Weekday,metro_tram,718900
2018,3,Saturday,Weekend,metro_bus,192850
2018,3,Saturday,Weekend,metro_train,436850
2018,3,Saturday,Weekend,regional_bus,15600
2018,3,Saturday,Weekend,regional_train,29750
2018,3,Saturday,Weekend,metro_tram,493250
2018,3,Sunday,Weekend,metro_bus,132150
2018,3,Sunday,Weekend,metro_train,337300
2018,3,Sunday,Weekend,regional_bus,9750
2018,3,Sunday,Weekend,regional_train,24350
2018,3,Sunday,Weekend,metro_tram,377700
2018,3,Thursday,Normal Weekday,metro_bus,494500
2018,3,Thursday,Normal Weekday,metro_train,887300
2018,3,Thursday,Normal Weekday,regional_bus,43500
2018,3,Thursday,Normal Weekday,regional_train,62800
2018,3,Thursday,Normal Weekday,metro_tram,766750
2018,3,Tuesday,Normal Weekday,metro_bus,493050
2018,3,Tuesday,Normal Weekday,metro_train,860600
2018,3,Tuesday,Normal Weekday,regional_bus,43250
2018,3,Tuesday,Normal Weekday,regional_train,61050
2018,3,Tuesday,Normal Weekday,metro_tram,748800
2018,3,Wednesday,Normal Weekday,metro_bus,496900
2018,3,Wednesday,Normal Weekday,metro_train,865850
2018,3,Wednesday,Normal Weekday,regional_bus,43350
2018,3,Wednesday,Normal Weekday,regional_train,62250
2018,3,Wednesday,Normal Weekday,metro_tram,757900
2018,4,Friday,Normal Weekday,metro_bus,465700
2018,4,Friday,Normal Weekday,metro_train,856050
2018,4,Friday,Normal Weekday,regional_bus,40500
2018,4,Friday,Normal Weekday,regional_train,59350
2018,4,Friday,Normal Weekday,metro_tram,731500
2018,4,Friday,School Holiday Weekday,metro_bus,367100
2018,4,Friday,School Holiday Weekday,metro_train,807850
2018,4,Friday,School Holiday Weekday,regional_bus,27550
2018,4,Friday,School Holiday Weekday,regional_train,55400
2018,4,Friday,School Holiday Weekday,metro_tram,652150
2018,4,Monday,Normal Weekday,metro_bus,454600
2018,4,Monday,Normal Weekday,metro_train,797300
2018,4,Monday,Normal Weekday,regional_bus,39150
2018,4,Monday,Normal Weekday,regional_train,56250
2018,4,Monday,Normal Weekday,metro_tram,639350
2018,4,Monday,School Holiday Weekday,metro_bus,372550
2018,4,Monday,School Holiday Weekday,metro_train,757200
2018,4,Monday,School Holiday Weekday,regional_bus,26350
2018,4,Monday,School Holiday Weekday,regional_train,54600
2018,4,Monday,School Holiday Weekday,metro_tram,611850
2018,4,Saturday,Weekend,metro_bus,184300
2018,4,Saturday,Weekend,metro_train,407550
2018,4,Saturday,Weekend,regional_bus,13750
2018,4,Saturday,Weekend,regional_train,25200
2018,4,Saturday,Weekend,metro_tram,457600
2018,4,Sunday,Weekend,metro_bus,124850
2018,4,Sunday,Weekend,metro_train,344000
2018,4,Sunday,Weekend,regional_bus,8700
2018,4,Sunday,Weekend,regional_train,25000
2018,4,Sunday,Weekend,metro_tram,360450
2018,4,Thursday,Normal Weekday,metro_bus,479050
2018,4,Thursday,Normal Weekday,metro_train,845900
2018,4,Thursday,Normal Weekday,regional_bus,43800
2018,4,Thursday,Normal Weekday,regional_train,62050
2018,4,Thursday,Normal Weekday,metro_tram,715450
2018,4,Thursday,School Holiday Weekday,metro_bus,375100
2018,4,Thursday,School Holiday Weekday,metro_train,778400
2018,4,Thursday,School Holiday Weekday,regional_bus,28250
2018,4,Thursday,School Holiday Weekday,regional_train,58600
2018,4,Thursday,School Holiday Weekday,metro_tram,650600
2018,4,Tuesday,Normal Weekday,metro_bus,473250
2018,4,Tuesday,Normal Weekday,metro_train,886700
2018,4,Tuesday,Normal Weekday,regional_bus,42100
2018,4,Tuesday,Normal Weekday,regional_train,60950
2018,4,Tuesday,Normal Weekday,metro_tram,684300
2018,4,Tuesday,School Holiday Weekday,metro_bus,356550
2018,4,Tuesday,School Holiday Weekday,metro_train,736050
2018,4,Tuesday,School Holiday Weekday,regional_bus,26450
2018,4,Tuesday,School Holiday Weekday,regional_train,54000
2018,4,Tuesday,School Holiday Weekday,metro_tram,619750
2018,4,Wednesday,Normal Weekday,metro_bus,480350
2018,4,Wednesday,Normal Weekday,metro_train,854900
2018,4,Wednesday,Normal Weekday,regional_bus,42150
2018,4,Wednesday,Normal Weekday,regional_train,60750
2018,4,Wednesday,Normal Weekday,metro_tram,702850
2018,4,Wednesday,School Holiday Weekday,metro_bus,371100
2018,4,Wednesday,School Holiday Weekday,metro_train,762900
2018,4,Wednesday,School Holiday Weekday,regional_bus,27250
2018,4,Wednesday,School Holiday Weekday,regional_train,55750
2018,4,Wednesday,School Holiday Weekday,metro_tram,646200
2018,5,Friday,Normal Weekday,metro_bus,408450
2018,5,Friday,Normal Weekday,metro_train,828750
2018,5,Friday,Normal Weekday,regional_bus,36700
2018,5,Friday,Normal Weekday,regional_train,58750
2018,5,Friday,Normal Weekday,metro_tram,652250
2018,5,Monday,Normal Weekday,metro_bus,423800
2018,5,Monday,Normal Weekday,metro_train,789250
2018,5,Monday,Normal Weekday,regional_bus,38300
2018,5,Monday,Normal Weekday,regional_train,55800
2018,5,Monday,Normal Weekday,metro_tram,597750
2018,5,Saturday,Weekend,metro_bus,197400
2018,5,Saturday,Weekend,metro_train,418950
2018,5,Saturday,Weekend,regional_bus,14550
2018,5,Saturday,Weekend,regional_train,28950
2018,5,Saturday,Weekend,metro_tram,449850
2018,5,Sunday,Weekend,metro_bus,136700
2018,5,Sunday,Weekend,metro_train,309750
2018,5,Sunday,Weekend,regional_bus,8450
2018,5,Sunday,Weekend,regional_train,22700
2018,5,Sunday,Weekend,metro_tram,326350
2018,5,Thursday,Normal Weekday,metro_bus,437800
2018,5,Thursday,Normal Weekday,metro_train,814200
2018,5,Thursday,Normal Weekday,regional_bus,40550
2018,5,Thursday,Normal Weekday,regional_train,59150
2018,5,Thursday,Normal Weekday,metro_tram,647850
2018,5,Tuesday,Normal Weekday,metro_bus,438950
2018,5,Tuesday,Normal Weekday,metro_train,823150
2018,5,Tuesday,Normal Weekday,regional_bus,40250
2018,5,Tuesday,Normal Weekday,regional_train,56850
2018,5,Tuesday,Normal Weekday,metro_tram,630450
2018,5,Wednesday,Normal Weekday,metro_bus,442900
2018,5,Wednesday,Normal Weekday,metro_train,822200
2018,5,Wednesday,Normal Weekday,regional_bus,39750
2018,5,Wednesday,Normal Weekday,regional_train,58500
2018,5,Wednesday,Normal Weekday,metro_tram,639050
2018,6,Friday,Normal Weekday,metro_bus,386150
2018,6,Friday,Normal Weekday,metro_train,756000
2018,6,Friday,Normal Weekday,regional_bus,36350
2018,6,Friday,Normal Weekday,regional_train,54750
2018,6,Friday,Normal Weekday,metro_tram,628200
2018,6,Monday,Normal Weekday,metro_bus,393000
2018,6,Monday,Normal Weekday,metro_train,734850
2018,6,Monday,Normal Weekday,regional_bus,36900
2018,6,Monday,Normal Weekday,regional_train,52950
2018,6,Monday,Normal Weekday,metro_tram,585250
2018,6,Saturday,Weekend,metro_bus,183600
2018,6,Saturday,Weekend,metro_train,347300
2018,6,Saturday,Weekend,regional_bus,13250
2018,6,Saturday,Weekend,regional_train,24750
2018,6,Saturday,Weekend,metro_tram,406900
2018,6,Sunday,Weekend,metro_bus,117650
2018,6,Sunday,Weekend,metro_train,270250
2018,6,Sunday,Weekend,regional_bus,8000
2018,6,Sunday,Weekend,regional_train,20400
2018,6,Sunday,Weekend,metro_tram,294400
2018,6,Thursday,Normal Weekday,metro_bus,410350
2018,6,Thursday,Normal Weekday,metro_train,775350
2018,6,Thursday,Normal Weekday,regional_bus,39400
2018,6,Thursday,Normal Weekday,regional_train,58900
2018,6,Thursday,Normal Weekday,metro_tram,624850
2018,6,Tuesday,Normal Weekday,metro_bus,405600
2018,6,Tuesday,Normal Weekday,metro_train,756450
2018,6,Tuesday,Normal Weekday,regional_bus,38350
2018,6,Tuesday,Normal Weekday,regional_train,54450
2018,6,Tuesday,Normal Weekday,metro_tram,610350
2018,6,Wednesday,Normal Weekday,metro_bus,409200
2018,6,Wednesday,Normal Weekday,metro_train,776950
2018,6,Wednesday,Normal Weekday,regional_bus,38300
2018,6,Wednesday,Normal Weekday,regional_train,57900
2018,6,Wednesday,Normal Weekday,metro_tram,623650
2018,7,Friday,Normal Weekday,metro_bus,420400
2018,7,Friday,Normal Weekday,metro_train,830300
2018,7,Friday,Normal Weekday,regional_bus,39100
2018,7,Friday,Normal Weekday,regional_train,61450
2018,7,Friday,Normal Weekday,metro_tram,685200
2018,7,Friday,School Holiday Weekday,metro_bus,322450
2018,7,Friday,School Holiday Weekday,metro_train,744650
2018,7,Friday,School Holiday Weekday,regional_bus,23950
2018,7,Friday,School Holiday Weekday,regional_train,56250
2018,7,Friday,School Holiday Weekday,metro_tram,634650
2018,7,Monday,Normal Weekday,metro_bus,405050
2018,7,Monday,Normal Weekday,metro_train,765600
2018,7,Monday,Normal Weekday,regional_bus,36600
2018,7,Monday,Normal Weekday,regional_train,55750
2018,7,Monday,Normal Weekday,metro_tram,622050
2018,7,Monday,School Holiday Weekday,metro_bus,318950
2018,7,Monday,School Holiday Weekday,metro_train,679150
2018,7,Monday,School Holiday Weekday,regional_bus,24900
2018,7,Monday,School Holiday Weekday,regional_train,50500
2018,7,Monday,School Holiday Weekday,metro_tram,577400
2018,7,Saturday,Weekend,metro_bus,177600
2018,7,Saturday,Weekend,metro_train,388200
2018,7,Saturday,Weekend,regional_bus,12900
2018,7,Saturday,Weekend,regional_train,30550
2018,7,Saturday,Weekend,metro_tram,424450
2018,7,Sunday,Weekend,metro_bus,133000
2018,7,Sunday,Weekend,metro_train,298500
2018,7,Sunday,Weekend,regional_bus,8150
2018,7,Sunday,Weekend,regional_train,22650
2018,7,Sunday,Weekend,metro_tram,319650
2018,7,Thursday,Normal Weekday,metro_bus,436250
2018,7,Thursday,Normal Weekday,metro_train,800950
2018,7,Thursday,Normal Weekday,regional_bus,40450
2018,7,Thursday,Normal Weekday,regional_train,58650
2018,7,Thursday,Normal Weekday,metro_tram,660750
2018,7,Thursday,School Holiday Weekday,metro_bus,335250
2018,7,Thursday,School Holiday Weekday,metro_train,716650
2018,7,Thursday,School Holiday Weekday,regional_bus,26350
2018,7,Thursday,School Holiday Weekday,regional_train,53500
2018,7,Thursday,School Holiday Weekday,metro_tram,617200
2018,7,Tuesday,Normal Weekday,metro_bus,419250
2018,7,Tuesday,Normal Weekday,metro_train,800300
2018,7,Tuesday,Normal Weekday,regional_bus,36300
2018,7,Tuesday,Normal Weekday,regional_train,57450
2018,7,Tuesday,Normal Weekday,metro_tram,635850
2018,7,Tuesday,School Holiday Weekday,metro_bus,305500
2018,7,Tuesday,School Holiday Weekday,metro_train,712500
2018,7,Tuesday,School Holiday Weekday,regional_bus,20750
2018,7,Tuesday,School Holiday Weekday,regional_train,54000
2018,7,Tuesday,School Holiday Weekday,metro_tram,609650
2018,7,Wednesday,Normal Weekday,metro_bus,437450
2018,7,Wednesday,Normal Weekday,metro_train,803000
2018,7,Wednesday,Normal Weekday,regional_bus,39550
2018,7,Wednesday,Normal Weekday,regional_train,57700
2018,7,Wednesday,Normal Weekday,metro_tram,657200
2018,7,Wednesday,School Holiday Weekday,metro_bus,328250
2018,7,Wednesday,School Holiday Weekday,metro_train,713800
2018,7,Wednesday,School Holiday Weekday,regional_bus,24900
2018,7,Wednesday,School Holiday Weekday,regional_train,53550
2018,7,Wednesday,School Holiday Weekday,metro_tram,607700
2018,8,Friday,Normal Weekday,metro_bus,443850
2018,8,Friday,Normal Weekday,metro_train,833600
2018,8,Friday,Normal Weekday,regional_bus,39250
2018,8,Friday,Normal Weekday,regional_train,59050
2018,8,Friday,Normal Weekday,metro_tram,689300
2018,8,Monday,Normal Weekday,metro_bus,445500
2018,8,Monday,Normal Weekday,metro_train,764150
2018,8,Monday,Normal Weekday,regional_bus,39550
2018,8,Monday,Normal Weekday,regional_train,54400
2018,8,Monday,Normal Weekday,metro_tram,634900
2018,8,Saturday,Weekend,metro_bus,188600
2018,8,Saturday,Weekend,metro_train,416900
2018,8,Saturday,Weekend,regional_bus,13200
2018,8,Saturday,Weekend,regional_train,29450
2018,8,Saturday,Weekend,metro_tram,435900
2018,8,Sunday,Weekend,metro_bus,128950
2018,8,Sunday,Weekend,metro_train,317250
2018,8,Sunday,Weekend,regional_bus,8250
2018,8,Sunday,Weekend,regional_train,21900
2018,8,Sunday,Weekend,metro_tram,338350
2018,8,Thursday,Normal Weekday,metro_bus,460350
2018,8,Thursday,Normal Weekday,metro_train,811150
2018,8,Thursday,Normal Weekday,regional_bus,41500
2018,8,Thursday,Normal Weekday,regional_train,56900
2018,8,Thursday,Normal Weekday,metro_tram,668700
2018,8,Tuesday,Normal Weekday,metro_bus,463400
2018,8,Tuesday,Normal Weekday,metro_train,801850
2018,8,Tuesday,Normal Weekday,regional_bus,41200
2018,8,Tuesday,Normal Weekday,regional_train,56550
2018,8,Tuesday,Normal Weekday,metro_tram,656900
2018,8,Wednesday,Normal Weekday,metro_bus,465950
2018,8,Wednesday,Normal Weekday,metro_train,813600
2018,8,Wednesday,Normal Weekday,regional_bus,41200
2018,8,Wednesday,Normal Weekday,regional_train,57400
2018,8,Wednesday,Normal Weekday,metro_tram,672250
2018,9,Friday,Normal Weekday,metro_bus,445650
2018,9,Friday,Normal Weekday,metro_train,902000
2018,9,Friday,Normal Weekday,regional_bus,39850
2018,9,Friday,Normal Weekday,regional_train,62050
2018,9,Friday,Normal Weekday,metro_tram,653350
2018,9,Monday,Normal Weekday,metro_bus,439500
2018,9,Monday,Normal Weekday,metro_train,761450
2018,9,Monday,Normal Weekday,regional_bus,40100
2018,9,Monday,Normal Weekday,regional_train,53850
2018,9,Monday,Normal Weekday,metro_tram,588000
2018,9,Monday,School Holiday Weekday,metro_bus,343800
2018,9,Monday,School Holiday Weekday,metro_train,744550
2018,9,Monday,School Holiday Weekday,regional_bus,26050
2018,9,Monday,School Holiday Weekday,regional_train,54800
2018,9,Monday,School Holiday Weekday,metro_tram,581500
2018,9,Saturday,Weekend,metro_bus,185500
2018,9,Saturday,Weekend,metro_train,393250
2018,9,Saturday,Weekend,regional_bus,13500
2018,9,Saturday,Weekend,regional_train,25000
2018,9,Saturday,Weekend,metro_tram,423450
2018,9,Sunday,Weekend,metro_bus,124350
2018,9,Sunday,Weekend,metro_train,256350
2018,9,Sunday,Weekend,regional_bus,8550
2018,9,Sunday,Weekend,regional_train,18750
2018,9,Sunday,Weekend,metro_tram,325150
2018,9,Thursday,Normal Weekday,metro_bus,457400
2018,9,Thursday,Normal Weekday,metro_train,833250
2018,9,Thursday,Normal Weekday,regional_bus,41800
2018,9,Thursday,Normal Weekday,regional_train,57750
2018,9,Thursday,Normal Weekday,metro_tram,622100
2018,9,Thursday,School Holiday Weekday,metro_bus,368950
2018,9,Thursday,School Holiday Weekday,metro_train,820400
2018,9,Thursday,School Holiday Weekday,regional_bus,29150
2018,9,Thursday,School Holiday Weekday,regional_train,60050
2018,9,Thursday,School Holiday Weekday,metro_tram,666100
2018,9,Tuesday,Normal Weekday,metro_bus,454400
2018,9,Tuesday,Normal Weekday,metro_train,801750
2018,9,Tuesday,Normal Weekday,regional_bus,41750
2018,9,Tuesday,Normal Weekday,regional_train,56750
2018,9,Tuesday,Normal Weekday,metro_tram,611650
2018,9,Tuesday,School Holiday Weekday,metro_bus,349700
2018,9,Tuesday,School Holiday Weekday,metro_train,777100
2018,9,Tuesday,School Holiday Weekday,regional_bus,26800
2018,9,Tuesday,School Holiday Weekday,regional_train,58200
2018,9,Tuesday,School Holiday Weekday,metro_tram,620850
2018,9,Wednesday,Normal Weekday,metro_bus,457200
2018,9,Wednesday,Normal Weekday,metro_train,803500
2018,9,Wednesday,Normal Weekday,regional_bus,41900
2018,9,Wednesday,Normal Weekday,regional_train,55900
2018,9,Wednesday,Normal Weekday,metro_tram,614750
2018,9,Wednesday,School Holiday Weekday,metro_bus,364600
2018,9,Wednesday,School Holiday Weekday,metro_train,801050
2018,9,Wednesday,School Holiday Weekday,regional_bus,28000
2018,9,Wednesday,School Holiday Weekday,regional_train,58900
2018,9,Wednesday,School Holiday Weekday,metro_tram,643800
2018,10,Friday,Normal Weekday,metro_bus,448800
2018,10,Friday,Normal Weekday,metro_train,834350
2018,10,Friday,Normal Weekday,regional_bus,41900
2018,10,Friday,Normal Weekday,regional_train,60200
2018,10,Friday,Normal Weekday,metro_tram,719350
2018,10,Friday,School Holiday Weekday,metro_bus,385100
2018,10,Friday,School Holiday Weekday,metro_train,790350
2018,10,Friday,School Holiday Weekday,regional_bus,28950
2018,10,Friday,School Holiday Weekday,regional_train,59100
2018,10,Friday,School Holiday Weekday,metro_tram,707000
2018,10,Monday,Normal Weekday,metro_bus,434900
2018,10,Monday,Normal Weekday,metro_train,778500
2018,10,Monday,Normal Weekday,regional_bus,40750
2018,10,Monday,Normal Weekday,regional_train,53500
2018,10,Monday,Normal Weekday,metro_tram,639150
2018,10,Monday,School Holiday Weekday,metro_bus,361950
2018,10,Monday,School Holiday Weekday,metro_train,765050
2018,10,Monday,School Holiday Weekday,regional_bus,26800
2018,10,Monday,School Holiday Weekday,regional_train,54950
2018,10,Monday,School Holiday Weekday,metro_tram,654500
2018,10,Saturday,Weekend,metro_bus,198950
2018,10,Saturday,Weekend,metro_train,391500
2018,10,Saturday,Weekend,regional_bus,19350
2018,10,Saturday,Weekend,regional_train,27300
2018,10,Saturday,Weekend,metro_tram,450800
2018,10,Sunday,Weekend,metro_bus,133200
2018,10,Sunday,Weekend,metro_train,289950
2018,10,Sunday,Weekend,regional_bus,12500
2018,10,Sunday,Weekend,regional_train,18850
2018,10,Sunday,Weekend,metro_tram,338900
2018,10,Thursday,Normal Weekday,metro_bus,457550
2018,10,Thursday,Normal Weekday,metro_train,826050
2018,10,Thursday,Normal Weekday,regional_bus,43650
2018,10,Thursday,Normal Weekday,regional_train,58700
2018,10,Thursday,Normal Weekday,metro_tram,693550
2018,10,Thursday,School Holiday Weekday,metro_bus,389150
2018,10,Thursday,School Holiday Weekday,metro_train,798400
2018,10,Thursday,School Holiday Weekday,regional_bus,28300
2018,10,Thursday,School Holiday Weekday,regional_train,58550
2018,10,Thursday,School Holiday Weekday,metro_tram,684000
2018,10,Tuesday,Normal Weekday,metro_bus,438250
2018,10,Tuesday,Normal Weekday,metro_train,803750
2018,10,Tuesday,Normal Weekday,regional_bus,41800
2018,10,Tuesday,Normal Weekday,regional_train,57650
2018,10,Tuesday,Normal Weekday,metro_tram,652250
2018,10,Tuesday,School Holiday Weekday,metro_bus,377000
2018,10,Tuesday,School Holiday Weekday,metro_train,803100
2018,10,Tuesday,School Holiday Weekday,regional_bus,27500
2018,10,Tuesday,School Holiday Weekday,regional_train,58900
2018,10,Tuesday,School Holiday Weekday,metro_tram,689600
2018,10,Wednesday,Normal Weekday,metro_bus,450400
2018,10,Wednesday,Normal Weekday,metro_train,812350
2018,10,Wednesday,Normal Weekday,regional_bus,39700
2018,10,Wednesday,Normal Weekday,regional_train,58300
2018,10,Wednesday,Normal Weekday,metro_tram,676550
2018,10,Wednesday,School Holiday Weekday,metro_bus,378750
2018,10,Wednesday,School Holiday Weekday,metro_train,795450
2018,10,Wednesday,School Holiday Weekday,regional_bus,27150
2018,10,Wednesday,School Holiday Weekday,regional_train,58200
2018,10,Wednesday,School Holiday Weekday,metro_tram,673050
2018,11,Friday,Normal Weekday,metro_bus,417050
2018,11,Friday,Normal Weekday,metro_train,818400
2018,11,Friday,Normal Weekday,regional_bus,39000
2018,11,Friday,Normal Weekday,regional_train,57800
2018,11,Friday,Normal Weekday,metro_tram,692300
2018,11,Monday,Normal Weekday,metro_bus,398800
2018,11,Monday,Normal Weekday,metro_train,733000
2018,11,Monday,Normal Weekday,regional_bus,38200
2018,11,Monday,Normal Weekday,regional_train,52150
2018,11,Monday,Normal Weekday,metro_tram,634800
2018,11,Saturday,Weekend,metro_bus,202750
2018,11,Saturday,Weekend,metro_train,413900
2018,11,Saturday,Weekend,regional_bus,15050
2018,11,Saturday,Weekend,regional_train,30250
2018,11,Saturday,Weekend,metro_tram,413500
2018,11,Sunday,Weekend,metro_bus,138250
2018,11,Sunday,Weekend,metro_train,295450
2018,11,Sunday,Weekend,regional_bus,9650
2018,11,Sunday,Weekend,regional_train,20850
2018,11,Sunday,Weekend,metro_tram,315650
2018,11,Thursday,Normal Weekday,metro_bus,440050
2018,11,Thursday,Normal Weekday,metro_train,816150
2018,11,Thursday,Normal Weekday,regional_bus,41900
2018,11,Thursday,Normal Weekday,regional_train,57800
2018,11,Thursday,Normal Weekday,metro_tram,696800
2018,11,Tuesday,Normal Weekday,metro_bus,425650
2018,11,Tuesday,Normal Weekday,metro_train,796550
2018,11,Tuesday,Normal Weekday,regional_bus,39750
2018,11,Tuesday,Normal Weekday,regional_train,57500
2018,11,Tuesday,Normal Weekday,metro_tram,667800
2018,11,Wednesday,Normal Weekday,metro_bus,432450
2018,11,Wednesday,Normal Weekday,metro_train,795750
2018,11,Wednesday,Normal Weekday,regional_bus,40650
2018,11,Wednesday,Normal Weekday,regional_train,57050
2018,11,Wednesday,Normal Weekday,metro_tram,688200
2018,12,Friday,Normal Weekday,metro_bus,338300
2018,12,Friday,Normal Weekday,metro_train,708900
2018,12,Friday,Normal Weekday,regional_bus,31100
2018,12,Friday,Normal Weekday,regional_train,48900
2018,12,Friday,Normal Weekday,metro_tram,662750
2018,12,Friday,School Holiday Weekday,metro_bus,200850
2018,12,Friday,School Holiday Weekday,metro_train,399800
2018,12,Friday,School Holiday Weekday,regional_bus,20850
2018,12,Friday,School Holiday Weekday,regional_train,31200
2018,12,Friday,School Holiday Weekday,metro_tram,423500
2018,12,Monday,Normal Weekday,metro_bus,373400
2018,12,Monday,Normal Weekday,metro_train,710850
2018,12,Monday,Normal Weekday,regional_bus,34950
2018,12,Monday,Normal Weekday,regional_train,49050
2018,12,Monday,Normal Weekday,metro_tram,655150
2018,12,Monday,School Holiday Weekday,metro_bus,184400
2018,12,Monday,School Holiday Weekday,metro_train,332900
2018,12,Monday,School Holiday Weekday,regional_bus,19850
2018,12,Monday,School Holiday Weekday,regional_train,27200
2018,12,Monday,School Holiday Weekday,metro_tram,349950
2018,12,Saturday,Weekend,metro_bus,183300
2018,12,Saturday,Weekend,metro_train,354050
2018,12,Saturday,Weekend,regional_bus,14700
2018,12,Saturday,Weekend,regional_train,23650
2018,12,Saturday,Weekend,metro_tram,389500
2018,12,Sunday,Weekend,metro_bus,124150
2018,12,Sunday,Weekend,metro_train,269700
2018,12,Sunday,Weekend,regional_bus,9000
2018,12,Sunday,Weekend,regional_train,17050
2018,12,Sunday,Weekend,metro_tram,301150
2018,12,Thursday,Normal Weekday,metro_bus,353550
2018,12,Thursday,Normal Weekday,metro_train,715800
2018,12,Thursday,Normal Weekday,regional_bus,33550
2018,12,Thursday,Normal Weekday,regional_train,51800
