year,month,day_of_week,day_type,mode_canonical,pax_daily
2021,11,Saturday,Weekend,metro_tram,203600
2021,11,Sunday,Weekend,metro_bus,113600
2021,11,Sunday,Weekend,metro_train,154650
2021,11,Sunday,Weekend,regional_bus,7100
2021,11,Sunday,Weekend,regional_train,11900
2021,11,Sunday,Weekend,metro_tram,154700
2021,11,Thursday,Normal Weekday,metro_bus,265550
2021,11,Thursday,Normal Weekday,metro_train,305550
2021,11,Thursday,Normal Weekday,regional_bus,29100
2021,11,Thursday,Normal Weekday,regional_train,23700
2021,11,Thursday,Normal Weekday,metro_tram,268800
2021,11,Tuesday,Normal Weekday,metro_bus,265350
2021,11,Tuesday,Normal Weekday,metro_train,310350
2021,11,Tuesday,Normal Weekday,regional_bus,28850
2021,11,Tuesday,Normal Weekday,regional_train,24550
2021,11,Tuesday,Normal Weekday,metro_tram,273650
2021,11,Wednesday,Normal Weekday,metro_bus,247850
2021,11,Wednesday,Normal Weekday,metro_train,286850
2021,11,Wednesday,Normal Weekday,regional_bus,27450
2021,11,Wednesday,Normal Weekday,regional_train,23050
2021,11,Wednesday,Normal Weekday,metro_tram,252450
2021,12,Friday,Normal Weekday,metro_bus,267250
2021,12,Friday,Normal Weekday,metro_train,392050
2021,12,Friday,Normal Weekday,regional_bus,26300
2021,12,Friday,Normal Weekday,regional_train,33850
2021,12,Friday,Normal Weekday,metro_tram,393450
2021,12,Friday,School Holiday Weekday,metro_bus,132650
2021,12,Friday,School Holiday Weekday,metro_train,199650
2021,12,Friday,School Holiday Weekday,regional_bus,15300
2021,12,Friday,School Holiday Weekday,regional_train,23350
2021,12,Friday,School Holiday Weekday,metro_tram,168650
2021,12,Monday,Normal Weekday,metro_bus,243150
2021,12,Monday,Normal Weekday,metro_train,308450
2021,12,Monday,Normal Weekday,regional_bus,24650
2021,12,Monday,Normal Weekday,regional_train,28150
2021,12,Monday,Normal Weekday,metro_tram,300950
2021,12,Monday,School Holiday Weekday,metro_bus,223100
2021,12,Monday,School Holiday Weekday,metro_train,296650
2021,12,Monday,School Holiday Weekday,regional_bus,21600
2021,12,Monday,School Holiday Weekday,regional_train,25950
2021,12,Monday,School Holiday Weekday,metro_tram,303000
2021,12,Saturday,Weekend,metro_bus,150150
2021,12,Saturday,Weekend,metro_train,240700
2021,12,Saturday,Weekend,regional_bus,13250
2021,12,Saturday,Weekend,regional_train,21350
2021,12,Saturday,Weekend,metro_tram,264300
2021,12,Sunday,Weekend,metro_bus,112000
2021,12,Sunday,Weekend,metro_train,181000
2021,12,Sunday,Weekend,regional_bus,7650
2021,12,Sunday,Weekend,regional_train,15400
2021,12,Sunday,Weekend,metro_tram,197750
2021,12,Thursday,Normal Weekday,metro_bus,266300
2021,12,Thursday,Normal Weekday,metro_train,372450
2021,12,Thursday,Normal Weekday,regional_bus,26700
2021,12,Thursday,Normal Weekday,regional_train,30850
2021,12,Thursday,Normal Weekday,metro_tram,346000
2021,12,Thursday,School Holiday Weekday,metro_bus,178950
2021,12,Thursday,School Holiday Weekday,metro_train,231200
2021,12,Thursday,School Holiday Weekday,regional_bus,19100
2021,12,Thursday,School Holiday Weekday,regional_train,25500
2021,12,Thursday,School Holiday Weekday,metro_tram,242500
2021,12,Tuesday,Normal Weekday,metro_bus,252150
2021,12,Tuesday,Normal Weekday,metro_train,360650
2021,12,Tuesday,Normal Weekday,regional_bus,24800
2021,12,Tuesday,Normal Weekday,regional_train,31100
2021,12,Tuesday,Normal Weekday,metro_tram,322950
2021,12,Tuesday,School Holiday Weekday,metro_bus,224300
2021,12,Tuesday,School Holiday Weekday,metro_train,308950
2021,12,Tuesday,School Holiday Weekday,regional_bus,22250
2021,12,Tuesday,School Holiday Weekday,regional_train,28850
2021,12,Tuesday,School Holiday Weekday,metro_tram,319550
2021,12,Wednesday,Normal Weekday,metro_bus,259550
2021,12,Wednesday,Normal Weekday,metro_train,370450
2021,12,Wednesday,Normal Weekday,regional_bus,26250
2021,12,Wednesday,Normal Weekday,regional_train,30150
2021,12,Wednesday,Normal Weekday,metro_tram,337650
2021,12,Wednesday,School Holiday Weekday,metro_bus,189950
2021,12,Wednesday,School Holiday Weekday,metro_train,258250
2021,12,Wednesday,School Holiday Weekday,regional_bus,20100
2021,12,Wednesday,School Holiday Weekday,regional_train,26200
2021,12,Wednesday,School Holiday Weekday,metro_tram,265850
2022,1,Friday,School Holiday Weekday,metro_bus,154650
2022,1,Friday,School Holiday Weekday,metro_train,200850
2022,1,Friday,School Holiday Weekday,regional_bus,19250
2022,1,Friday,School Holiday Weekday,regional_train,21150
2022,1,Friday,School Holiday Weekday,metro_tram,199400
2022,1,Monday,Normal Weekday,metro_bus,200950
2022,1,Monday,Normal Weekday,metro_train,230200
2022,1,Monday,Normal Weekday,regional_bus,22600
2022,1,Monday,Normal Weekday,regional_train,22950
2022,1,Monday,Normal Weekday,metro_tram,224100
2022,1,Monday,School Holiday Weekday,metro_bus,158250
2022,1,Monday,School Holiday Weekday,metro_train,195450
2022,1,Monday,School Holiday Weekday,regional_bus,18700
2022,1,Monday,School Holiday Weekday,regional_train,19150
2022,1,Monday,School Holiday Weekday,metro_tram,184000
2022,1,Saturday,Weekend,metro_bus,109400
2022,1,Saturday,Weekend,metro_train,168000
2022,1,Saturday,Weekend,regional_bus,11450
2022,1,Saturday,Weekend,regional_train,15250
2022,1,Saturday,Weekend,metro_tram,163650
2022,1,Sunday,Weekend,metro_bus,81600
2022,1,Sunday,Weekend,metro_train,126100
2022,1,Sunday,Weekend,regional_bus,6850
2022,1,Sunday,Weekend,regional_train,11650
2022,1,Sunday,Weekend,metro_tram,125400
2022,1,Thursday,School Holiday Weekday,metro_bus,162450
2022,1,Thursday,School Holiday Weekday,metro_train,204750
2022,1,Thursday,School Holiday Weekday,regional_bus,19800
2022,1,Thursday,School Holiday Weekday,regional_train,20300
2022,1,Thursday,School Holiday Weekday,metro_tram,199250
2022,1,Tuesday,School Holiday Weekday,metro_bus,162550
2022,1,Tuesday,School Holiday Weekday,metro_train,200950
2022,1,Tuesday,School Holiday Weekday,regional_bus,19400
2022,1,Tuesday,School Holiday Weekday,regional_train,20800
2022,1,Tuesday,School Holiday Weekday,metro_tram,199300
2022,1,Wednesday,School Holiday Weekday,metro_bus,156500
2022,1,Wednesday,School Holiday Weekday,metro_train,189450
2022,1,Wednesday,School Holiday Weekday,regional_bus,18450
2022,1,Wednesday,School Holiday Weekday,regional_train,20350
2022,1,Wednesday,School Holiday Weekday,metro_tram,193700
2022,2,Friday,Normal Weekday,metro_bus,264450
2022,2,Friday,Normal Weekday,metro_train,341000
2022,2,Friday,Normal Weekday,regional_bus,36250
2022,2,Friday,Normal Weekday,regional_train,28100
2022,2,Friday,Normal Weekday,metro_tram,331800
2022,2,Monday,Normal Weekday,metro_bus,262600
2022,2,Monday,Normal Weekday,metro_train,315800
2022,2,Monday,Normal Weekday,regional_bus,35800
2022,2,Monday,Normal Weekday,regional_train,27150
2022,2,Monday,Normal Weekday,metro_tram,301600
2022,2,Saturday,Weekend,metro_bus,141900
2022,2,Saturday,Weekend,metro_train,235400
2022,2,Saturday,Weekend,regional_bus,13050
2022,2,Saturday,Weekend,regional_train,19400
2022,2,Saturday,Weekend,metro_tram,262550
2022,2,Sunday,Weekend,metro_bus,105000
2022,2,Sunday,Weekend,metro_train,159850
2022,2,Sunday,Weekend,regional_bus,7500
2022,2,Sunday,Weekend,regional_train,14200
2022,2,Sunday,Weekend,metro_tram,185850
2022,2,Thursday,Normal Weekday,metro_bus,264350
2022,2,Thursday,Normal Weekday,metro_train,323700
2022,2,Thursday,Normal Weekday,regional_bus,37450
2022,2,Thursday,Normal Weekday,regional_train,26250
2022,2,Thursday,Normal Weekday,metro_tram,309700
2022,2,Tuesday,Normal Weekday,metro_bus,253000
2022,2,Tuesday,Normal Weekday,metro_train,303600
2022,2,Tuesday,Normal Weekday,regional_bus,35250
2022,2,Tuesday,Normal Weekday,regional_train,26050
2022,2,Tuesday,Normal Weekday,metro_tram,293850
2022,2,Wednesday,Normal Weekday,metro_bus,260050
2022,2,Wednesday,Normal Weekday,metro_train,316400
2022,2,Wednesday,Normal Weekday,regional_bus,36350
2022,2,Wednesday,Normal Weekday,regional_train,27500
2022,2,Wednesday,Normal Weekday,metro_tram,305150
2022,3,Friday,Normal Weekday,metro_bus,323400
2022,3,Friday,Normal Weekday,metro_train,450750
2022,3,Friday,Normal Weekday,regional_bus,36000
2022,3,Friday,Normal Weekday,regional_train,39750
2022,3,Friday,Normal Weekday,metro_tram,414100
2022,3,Monday,Normal Weekday,metro_bus,319350
2022,3,Monday,Normal Weekday,metro_train,397550
2022,3,Monday,Normal Weekday,regional_bus,35600
2022,3,Monday,Normal Weekday,regional_train,34800
2022,3,Monday,Normal Weekday,metro_tram,362900
2022,3,Saturday,Weekend,metro_bus,147700
2022,3,Saturday,Weekend,metro_train,315000
2022,3,Saturday,Weekend,regional_bus,13950
2022,3,Saturday,Weekend,regional_train,26500
2022,3,Saturday,Weekend,metro_tram,333500
2022,3,Sunday,Weekend,metro_bus,124850
2022,3,Sunday,Weekend,metro_train,226200
2022,3,Sunday,Weekend,regional_bus,8700
2022,3,Sunday,Weekend,regional_train,18750
2022,3,Sunday,Weekend,metro_tram,244000
2022,3,Thursday,Normal Weekday,metro_bus,336850
2022,3,Thursday,Normal Weekday,metro_train,486100
2022,3,Thursday,Normal Weekday,regional_bus,36550
2022,3,Thursday,Normal Weekday,regional_train,40500
2022,3,Thursday,Normal Weekday,metro_tram,432450
2022,3,Tuesday,Normal Weekday,metro_bus,328450
2022,3,Tuesday,Normal Weekday,metro_train,441600
2022,3,Tuesday,Normal Weekday,regional_bus,35600
2022,3,Tuesday,Normal Weekday,regional_train,37700
2022,3,Tuesday,Normal Weekday,metro_tram,404350
2022,3,Wednesday,Normal Weekday,metro_bus,335900
2022,3,Wednesday,Normal Weekday,metro_train,474500
2022,3,Wednesday,Normal Weekday,regional_bus,36050
2022,3,Wednesday,Normal Weekday,regional_train,40050
2022,3,Wednesday,Normal Weekday,metro_tram,427650
2022,4,Friday,Normal Weekday,metro_bus,319050
2022,4,Friday,Normal Weekday,metro_train,478100
2022,4,Friday,Normal Weekday,regional_bus,37050
2022,4,Friday,Normal Weekday,regional_train,35350
2022,4,Friday,Normal Weekday,metro_tram,404700
2022,4,Friday,School Holiday Weekday,metro_bus,254700
2022,4,Friday,School Holiday Weekday,metro_train,394800
2022,4,Friday,School Holiday Weekday,regional_bus,26800
2022,4,Friday,School Holiday Weekday,regional_train,36600
2022,4,Friday,School Holiday Weekday,metro_tram,347550
2022,4,Monday,Normal Weekday,metro_bus,307700
2022,4,Monday,Normal Weekday,metro_train,406150
2022,4,Monday,Normal Weekday,regional_bus,35150
2022,4,Monday,Normal Weekday,regional_train,22750
2022,4,Monday,Normal Weekday,metro_tram,350250
2022,4,Monday,School Holiday Weekday,metro_bus,262900
2022,4,Monday,School Holiday Weekday,metro_train,389750
2022,4,Monday,School Holiday Weekday,regional_bus,26650
2022,4,Monday,School Holiday Weekday,regional_train,33850
2022,4,Monday,School Holiday Weekday,metro_tram,350050
2022,4,Saturday,Weekend,metro_bus,152900
2022,4,Saturday,Weekend,metro_train,342750
2022,4,Saturday,Weekend,regional_bus,14500
2022,4,Saturday,Weekend,regional_train,23700
2022,4,Saturday,Weekend,metro_tram,337050
2022,4,Sunday,Weekend,metro_bus,131100
2022,4,Sunday,Weekend,metro_train,297050
2022,4,Sunday,Weekend,regional_bus,8800
2022,4,Sunday,Weekend,regional_train,21350
2022,4,Sunday,Weekend,metro_tram,257900
2022,4,Thursday,Normal Weekday,metro_bus,341200
2022,4,Thursday,Normal Weekday,metro_train,489050
2022,4,Thursday,Normal Weekday,regional_bus,39400
2022,4,Thursday,Normal Weekday,regional_train,41250
2022,4,Thursday,Normal Weekday,metro_tram,395400
2022,4,Thursday,School Holiday Weekday,metro_bus,275450
2022,4,Thursday,School Holiday Weekday,metro_train,414950
2022,4,Thursday,School Holiday Weekday,regional_bus,27450
2022,4,Thursday,School Holiday Weekday,regional_train,38900
2022,4,Thursday,School Holiday Weekday,metro_tram,368700
2022,4,Tuesday,Normal Weekday,metro_bus,327650
2022,4,Tuesday,Normal Weekday,metro_train,455750
2022,4,Tuesday,Normal Weekday,regional_bus,38050
2022,4,Tuesday,Normal Weekday,regional_train,38450
2022,4,Tuesday,Normal Weekday,metro_tram,382800
2022,4,Tuesday,School Holiday Weekday,metro_bus,248050
2022,4,Tuesday,School Holiday Weekday,metro_train,397000
2022,4,Tuesday,School Holiday Weekday,regional_bus,24750
2022,4,Tuesday,School Holiday Weekday,regional_train,37250
2022,4,Tuesday,School Holiday Weekday,metro_tram,343450
2022,4,Wednesday,Normal Weekday,metro_bus,336150
2022,4,Wednesday,Normal Weekday,metro_train,470850
2022,4,Wednesday,Normal Weekday,regional_bus,39650
2022,4,Wednesday,Normal Weekday,regional_train,40400
2022,4,Wednesday,Normal Weekday,metro_tram,400350
2022,4,Wednesday,School Holiday Weekday,metro_bus,270100
2022,4,Wednesday,School Holiday Weekday,metro_train,417900
2022,4,Wednesday,School Holiday Weekday,regional_bus,27600
2022,4,Wednesday,School Holiday Weekday,regional_train,39600
2022,4,Wednesday,School Holiday Weekday,metro_tram,374100
2022,5,Friday,Normal Weekday,metro_bus,275450
2022,5,Friday,Normal Weekday,metro_train,447700
2022,5,Friday,Normal Weekday,regional_bus,38100
2022,5,Friday,Normal Weekday,regional_train,36250
2022,5,Friday,Normal Weekday,metro_tram,361050
2022,5,Monday,Normal Weekday,metro_bus,286200
2022,5,Monday,Normal Weekday,metro_train,391150
2022,5,Monday,Normal Weekday,regional_bus,37000
2022,5,Monday,Normal Weekday,regional_train,33250
2022,5,Monday,Normal Weekday,metro_tram,309700
2022,5,Saturday,Weekend,metro_bus,149250
2022,5,Saturday,Weekend,metro_train,338050
2022,5,Saturday,Weekend,regional_bus,14050
2022,5,Saturday,Weekend,regional_train,22700
2022,5,Saturday,Weekend,metro_tram,316500
2022,5,Sunday,Weekend,metro_bus,116250
2022,5,Sunday,Weekend,metro_train,220300
2022,5,Sunday,Weekend,regional_bus,8300
2022,5,Sunday,Weekend,regional_train,15750
2022,5,Sunday,Weekend,metro_tram,234100
2022,5,Thursday,Normal Weekday,metro_bus,313650
2022,5,Thursday,Normal Weekday,metro_train,465650
2022,5,Thursday,Normal Weekday,regional_bus,38950
2022,5,Thursday,Normal Weekday,regional_train,36550
2022,5,Thursday,Normal Weekday,metro_tram,368550
2022,5,Tuesday,Normal Weekday,metro_bus,309700
2022,5,Tuesday,Normal Weekday,metro_train,459800
2022,5,Tuesday,Normal Weekday,regional_bus,38700
2022,5,Tuesday,Normal Weekday,regional_train,36950
2022,5,Tuesday,Normal Weekday,metro_tram,353200
2022,5,Wednesday,Normal Weekday,metro_bus,316250
2022,5,Wednesday,Normal Weekday,metro_train,465200
2022,5,Wednesday,Normal Weekday,regional_bus,39050
2022,5,Wednesday,Normal Weekday,regional_train,37600
2022,5,Wednesday,Normal Weekday,metro_tram,370350
2022,6,Friday,Normal Weekday,metro_bus,276700
2022,6,Friday,Normal Weekday,metro_train,453750
2022,6,Friday,Normal Weekday,regional_bus,33200
2022,6,Friday,Normal Weekday,regional_train,40500
2022,6,Friday,Normal Weekday,metro_tram,360450
2022,6,Monday,Normal Weekday,metro_bus,271550
2022,6,Monday,Normal Weekday,metro_train,371850
2022,6,Monday,Normal Weekday,regional_bus,32350
2022,6,Monday,Normal Weekday,regional_train,33550
2022,6,Monday,Normal Weekday,metro_tram,303900
2022,6,Monday,School Holiday Weekday,metro_bus,231700
2022,6,Monday,School Holiday Weekday,metro_train,353500
2022,6,Monday,School Holiday Weekday,regional_bus,24650
2022,6,Monday,School Holiday Weekday,regional_train,32000
2022,6,Monday,School Holiday Weekday,metro_tram,316350
2022,6,Saturday,Weekend,metro_bus,154800
2022,6,Saturday,Weekend,metro_train,302600
2022,6,Saturday,Weekend,regional_bus,13800
2022,6,Saturday,Weekend,regional_train,25300
2022,6,Saturday,Weekend,metro_tram,318150
2022,6,Sunday,Weekend,metro_bus,112150
2022,6,Sunday,Weekend,metro_train,197750
2022,6,Sunday,Weekend,regional_bus,7750
2022,6,Sunday,Weekend,regional_train,18050
2022,6,Sunday,Weekend,metro_tram,218200
2022,6,Thursday,Normal Weekday,metro_bus,293250
2022,6,Thursday,Normal Weekday,metro_train,461300
2022,6,Thursday,Normal Weekday,regional_bus,36250
2022,6,Thursday,Normal Weekday,regional_train,38150
2022,6,Thursday,Normal Weekday,metro_tram,354000
2022,6,Thursday,School Holiday Weekday,metro_bus,261650
2022,6,Thursday,School Holiday Weekday,metro_train,447650
2022,6,Thursday,School Holiday Weekday,regional_bus,27800
2022,6,Thursday,School Holiday Weekday,regional_train,40250
2022,6,Thursday,School Holiday Weekday,metro_tram,381650
2022,6,Tuesday,Normal Weekday,metro_bus,280750
2022,6,Tuesday,Normal Weekday,metro_train,420400
2022,6,Tuesday,Normal Weekday,regional_bus,33300
2022,6,Tuesday,Normal Weekday,regional_train,36750
2022,6,Tuesday,Normal Weekday,metro_tram,335950
2022,6,Tuesday,School Holiday Weekday,metro_bus,256750
2022,6,Tuesday,School Holiday Weekday,metro_train,421150
2022,6,Tuesday,School Holiday Weekday,regional_bus,26000
2022,6,Tuesday,School Holiday Weekday,regional_train,37750
2022,6,Tuesday,School Holiday Weekday,metro_tram,353950
2022,6,Wednesday,Normal Weekday,metro_bus,276250
2022,6,Wednesday,Normal Weekday,metro_train,425950
2022,6,Wednesday,Normal Weekday,regional_bus,33550
2022,6,Wednesday,Normal Weekday,regional_train,36700
2022,6,Wednesday,Normal Weekday,metro_tram,337800
2022,6,Wednesday,School Holiday Weekday,metro_bus,256900
2022,6,Wednesday,School Holiday Weekday,metro_train,434450
2022,6,Wednesday,School Holiday Weekday,regional_bus,26200
2022,6,Wednesday,School Holiday Weekday,regional_train,38750
2022,6,Wednesday,School Holiday Weekday,metro_tram,376450
2022,7,Friday,Normal Weekday,metro_bus,297500
2022,7,Friday,Normal Weekday,metro_train,438600
2022,7,Friday,Normal Weekday,regional_bus,36650
2022,7,Friday,Normal Weekday,regional_train,36750
2022,7,Friday,Normal Weekday,metro_tram,410250
2022,7,Friday,School Holiday Weekday,metro_bus,234800
2022,7,Friday,School Holiday Weekday,metro_train,400050
2022,7,Friday,School Holiday Weekday,regional_bus,24950
2022,7,Friday,School Holiday Weekday,regional_train,34300
2022,7,Friday,School Holiday Weekday,metro_tram,365550
2022,7,Monday,Normal Weekday,metro_bus,279850
2022,7,Monday,Normal Weekday,metro_train,367600
2022,7,Monday,Normal Weekday,regional_bus,33150
2022,7,Monday,Normal Weekday,regional_train,29900
2022,7,Monday,Normal Weekday,metro_tram,350900
2022,7,Monday,School Holiday Weekday,metro_bus,239550
2022,7,Monday,School Holiday Weekday,metro_train,370050
2022,7,Monday,School Holiday Weekday,regional_bus,25200
2022,7,Monday,School Holiday Weekday,regional_train,29100
2022,7,Monday,School Holiday Weekday,metro_tram,332350
2022,7,Saturday,Weekend,metro_bus,155850
2022,7,Saturday,Weekend,metro_train,301450
2022,7,Saturday,Weekend,regional_bus,15150
2022,7,Saturday,Weekend,regional_train,23900
2022,7,Saturday,Weekend,metro_tram,342900
2022,7,Sunday,Weekend,metro_bus,119450
2022,7,Sunday,Weekend,metro_train,234800
2022,7,Sunday,Weekend,regional_bus,9050
2022,7,Sunday,Weekend,regional_train,19050
2022,7,Sunday,Weekend,metro_tram,269450
2022,7,Thursday,Normal Weekday,metro_bus,308450
2022,7,Thursday,Normal Weekday,metro_train,430450
2022,7,Thursday,Normal Weekday,regional_bus,37850
2022,7,Thursday,Normal Weekday,regional_train,34650
2022,7,Thursday,Normal Weekday,metro_tram,405400
2022,7,Thursday,School Holiday Weekday,metro_bus,261850
2022,7,Thursday,School Holiday Weekday,metro_train,422400
2022,7,Thursday,School Holiday Weekday,regional_bus,28050
2022,7,Thursday,School Holiday Weekday,regional_train,32700
2022,7,Thursday,School Holiday Weekday,metro_tram,375350
2022,7,Tuesday,Normal Weekday,metro_bus,297600
2022,7,Tuesday,Normal Weekday,metro_train,439700
2022,7,Tuesday,Normal Weekday,regional_bus,36450
2022,7,Tuesday,Normal Weekday,regional_train,34900
2022,7,Tuesday,Normal Weekday,metro_tram,388600
2022,7,Tuesday,School Holiday Weekday,metro_bus,258450
2022,7,Tuesday,School Holiday Weekday,metro_train,414250
2022,7,Tuesday,School Holiday Weekday,regional_bus,27100
2022,7,Tuesday,School Holiday Weekday,regional_train,31000
2022,7,Tuesday,School Holiday Weekday,metro_tram,371900
2022,7,Wednesday,Normal Weekday,metro_bus,303200
2022,7,Wednesday,Normal Weekday,metro_train,431550
2022,7,Wednesday,Normal Weekday,regional_bus,36650
2022,7,Wednesday,Normal Weekday,regional_train,34150
2022,7,Wednesday,Normal Weekday,metro_tram,400300
2022,7,Wednesday,School Holiday Weekday,metro_bus,267450
2022,7,Wednesday,School Holiday Weekday,metro_train,435750
2022,7,Wednesday,School Holiday Weekday,regional_bus,27500
2022,7,Wednesday,School Holiday Weekday,regional_train,32850
2022,7,Wednesday,School Holiday Weekday,metro_tram,390550
2022,8,Friday,Normal Weekday,metro_bus,306550
2022,8,Friday,Normal Weekday,metro_train,460200
2022,8,Friday,Normal Weekday,regional_bus,34100
2022,8,Friday,Normal Weekday,regional_train,37800
2022,8,Friday,Normal Weekday,metro_tram,436450
2022,8,Monday,Normal Weekday,metro_bus,293200
2022,8,Monday,Normal Weekday,metro_train,395100
2022,8,Monday,Normal Weekday,regional_bus,33000
2022,8,Monday,Normal Weekday,regional_train,34100
2022,8,Monday,Normal Weekday,metro_tram,374500
2022,8,Saturday,Weekend,metro_bus,170450
2022,8,Saturday,Weekend,metro_train,296100
2022,8,Saturday,Weekend,regional_bus,15100
2022,8,Saturday,Weekend,regional_train,26600
2022,8,Saturday,Weekend,metro_tram,383300
2022,8,Sunday,Weekend,metro_bus,130600
2022,8,Sunday,Weekend,metro_train,247750
2022,8,Sunday,Weekend,regional_bus,9250
2022,8,Sunday,Weekend,regional_train,19850
2022,8,Sunday,Weekend,metro_tram,299150
2022,8,Thursday,Normal Weekday,metro_bus,316400
2022,8,Thursday,Normal Weekday,metro_train,464600
2022,8,Thursday,Normal Weekday,regional_bus,35950
2022,8,Thursday,Normal Weekday,regional_train,37650
2022,8,Thursday,Normal Weekday,metro_tram,432500
2022,8,Tuesday,Normal Weekday,metro_bus,314050
2022,8,Tuesday,Normal Weekday,metro_train,456000
2022,8,Tuesday,Normal Weekday,regional_bus,34800
2022,8,Tuesday,Normal Weekday,regional_train,37500
2022,8,Tuesday,Normal Weekday,metro_tram,420800
2022,8,Wednesday,Normal Weekday,metro_bus,321250
2022,8,Wednesday,Normal Weekday,metro_train,468400
2022,8,Wednesday,Normal Weekday,regional_bus,36150
2022,8,Wednesday,Normal Weekday,regional_train,38550
2022,8,Wednesday,Normal Weekday,metro_tram,435800
2022,9,Friday,Normal Weekday,metro_bus,304800
2022,9,Friday,Normal Weekday,metro_train,510450
2022,9,Friday,Normal Weekday,regional_bus,33700
2022,9,Friday,Normal Weekday,regional_train,40350
2022,9,Friday,Normal Weekday,metro_tram,456250
2022,9,Friday,School Holiday Weekday,metro_bus,287900
2022,9,Friday,School Holiday Weekday,metro_train,467400
2022,9,Friday,School Holiday Weekday,regional_bus,29150
2022,9,Friday,School Holiday Weekday,regional_train,41100
2022,9,Friday,School Holiday Weekday,metro_tram,439250
2022,9,Monday,Normal Weekday,metro_bus,299000
2022,9,Monday,Normal Weekday,metro_train,415750
2022,9,Monday,Normal Weekday,regional_bus,34550
2022,9,Monday,Normal Weekday,regional_train,35850
2022,9,Monday,Normal Weekday,metro_tram,395950
2022,9,Monday,School Holiday Weekday,metro_bus,263500
2022,9,Monday,School Holiday Weekday,metro_train,407800
2022,9,Monday,School Holiday Weekday,regional_bus,25850
2022,9,Monday,School Holiday Weekday,regional_train,36600
2022,9,Monday,School Holiday Weekday,metro_tram,383600
2022,9,Saturday,Weekend,metro_bus,171300
2022,9,Saturday,Weekend,metro_train,333100
2022,9,Saturday,Weekend,regional_bus,14850
2022,9,Saturday,Weekend,regional_train,28300
2022,9,Saturday,Weekend,metro_tram,357350
2022,9,Sunday,Weekend,metro_bus,117600
2022,9,Sunday,Weekend,metro_train,201750
2022,9,Sunday,Weekend,regional_bus,8700
2022,9,Sunday,Weekend,regional_train,17700
2022,9,Sunday,Weekend,metro_tram,259000
2022,9,Thursday,Normal Weekday,metro_bus,322250
2022,9,Thursday,Normal Weekday,metro_train,489450
2022,9,Thursday,Normal Weekday,regional_bus,35050
2022,9,Thursday,Normal Weekday,regional_train,39250
2022,9,Thursday,Normal Weekday,metro_tram,458950
2022,9,Thursday,School Holiday Weekday,metro_bus,298300
2022,9,Thursday,School Holiday Weekday,metro_train,511550
2022,9,Thursday,School Holiday Weekday,regional_bus,29950
2022,9,Thursday,School Holiday Weekday,regional_train,44900
2022,9,Thursday,School Holiday Weekday,metro_tram,448400
2022,9,Tuesday,Normal Weekday,metro_bus,323300
2022,9,Tuesday,Normal Weekday,metro_train,486950
2022,9,Tuesday,Normal Weekday,regional_bus,35800
2022,9,Tuesday,Normal Weekday,regional_train,40450
2022,9,Tuesday,Normal Weekday,metro_tram,441000
2022,9,Tuesday,School Holiday Weekday,metro_bus,284500
2022,9,Tuesday,School Holiday Weekday,metro_train,476300
2022,9,Tuesday,School Holiday Weekday,regional_bus,27600
2022,9,Tuesday,School Holiday Weekday,regional_train,43050
2022,9,Tuesday,School Holiday Weekday,metro_tram,429400
2022,9,Wednesday,Normal Weekday,metro_bus,328550
2022,9,Wednesday,Normal Weekday,metro_train,496800
2022,9,Wednesday,Normal Weekday,regional_bus,36300
2022,9,Wednesday,Normal Weekday,regional_train,41700
2022,9,Wednesday,Normal Weekday,metro_tram,456900
2022,9,Wednesday,School Holiday Weekday,metro_bus,290000
2022,9,Wednesday,School Holiday Weekday,metro_train,492950
2022,9,Wednesday,School Holiday Weekday,regional_bus,27850
2022,9,Wednesday,School Holiday Weekday,regional_train,46450
2022,9,Wednesday,School Holiday Weekday,metro_tram,450250
2022,10,Friday,Normal Weekday,metro_bus,296500
2022,10,Friday,Normal Weekday,metro_train,452900
2022,10,Friday,Normal Weekday,regional_bus,33100
2022,10,Friday,Normal Weekday,regional_train,38850
2022,10,Friday,Normal Weekday,metro_tram,432200
2022,10,Monday,Normal Weekday,metro_bus,296250
2022,10,Monday,Normal Weekday,metro_train,400650
2022,10,Monday,Normal Weekday,regional_bus,32650
2022,10,Monday,Normal Weekday,regional_train,33350
2022,10,Monday,Normal Weekday,metro_tram,387450
2022,10,Saturday,Weekend,metro_bus,176650
2022,10,Saturday,Weekend,metro_train,297950
2022,10,Saturday,Weekend,regional_bus,15650
2022,10,Saturday,Weekend,regional_train,26950
2022,10,Saturday,Weekend,metro_tram,348650
2022,10,Sunday,Weekend,metro_bus,150900
2022,10,Sunday,Weekend,metro_train,220700
2022,10,Sunday,Weekend,regional_bus,9550
2022,10,Sunday,Weekend,regional_train,19250
2022,10,Sunday,Weekend,metro_tram,264450
2022,10,Thursday,Normal Weekday,metro_bus,309100
2022,10,Thursday,Normal Weekday,metro_train,471350
2022,10,Thursday,Normal Weekday,regional_bus,33850
2022,10,Thursday,Normal Weekday,regional_train,40750
2022,10,Thursday,Normal Weekday,metro_tram,439200
2022,10,Tuesday,Normal Weekday,metro_bus,333350
2022,10,Tuesday,Normal Weekday,metro_train,502900
2022,10,Tuesday,Normal Weekday,regional_bus,37000
2022,10,Tuesday,Normal Weekday,regional_train,42650
2022,10,Tuesday,Normal Weekday,metro_tram,450150
2022,10,Wednesday,Normal Weekday,metro_bus,320450
