fin_year,stop_id,stop_name,stop_lat,stop_long,network,pax_annual,pax_weekday,pax_norm_weekday,pax_sch_hol_weekday,pax_saturday,pax_sunday,pax_pre_am_peak,pax_am_peak,pax_interpeak,pax_pm_peak,pax_pm_late,stop_name_clean,stop_name_suffix,is_border_nsw
FY21-22,20016,Northcote,-37.76986537,144.9952772,metro,150400,500,500,400,300,250,50,150,100,200,50,Northcote,,False
FY21-22,20017,Merri,-37.77784668,144.9929725,metro,72550,250,250,200,150,100,50,100,50,100,50,Merri,,False
FY21-22,20019,Rushall,-37.78321711,144.9924071,metro,69100,200,200,200,150,150,50,50,50,50,50,Rushall,,False
FY21-22,20021,Sunshine,-37.78853633,144.8328782,metro,1235800,3950,4000,3700,2550,1850,300,1200,1050,1200,200,Sunshine,,False
FY21-22,20022,Tottenham,-37.7992509,144.8629449,metro,232450,750,800,700,450,300,50,300,200,200,50,Tottenham,,False
FY21-22,20023,West Footscray,-37.8018087,144.8853248,metro,283750,950,950,800,500,350,100,500,200,200,50,West Footscray,,False
FY21-22,20024,Middle Footscray,-37.8025047,144.8914721,metro,103450,350,350,300,250,150,50,150,100,50,50,Middle Footscray,,False
FY21-22,20025,Footscray,-37.80108298,144.9031992,metro,2783000,8800,9050,7900,6050,4150,450,2400,2450,3150,600,Footscray,,False
FY21-22,20026,South Kensington,-37.79953087,144.925469,metro,159950,500,500,450,350,250,50,200,150,150,50,South Kensington,,False
FY21-22,20027,Flemington Racecourse,-37.78720192,144.9075887,metro,36550,50,50,50,400,150,50,50,50,50,50,Flemington Racecourse,,False
FY21-22,20030,Broadmeadows,-37.68304926,144.9196132,metro,447650,1400,1450,1300,950,700,100,300,400,500,100,Broadmeadows,,False
FY21-22,20031,Jacana,-37.69513079,144.9158505,metro,133250,400,400,400,300,250,50,150,100,50,50,Jacana,,False
FY21-22,20032,Glenroy,-37.70453633,144.9172204,metro,317000,950,900,1100,750,600,100,250,250,200,50,Glenroy,,False
FY21-22,20033,Oak Park,-37.71794973,144.9215188,metro,237100,750,750,700,550,400,100,350,150,100,50,Oak Park,,False
FY21-22,20034,Pascoe Vale,-37.73075596,144.9281956,metro,256800,800,800,750,600,400,100,350,200,150,50,Pascoe Vale,,False
FY21-22,20035,Strathmore,-37.74359132,144.9273157,metro,151600,500,500,400,300,200,50,250,100,100,50,Strathmore,,False
FY21-22,20036,Glenbervie,-37.74720985,144.9209387,metro,131350,400,400,400,300,200,50,200,100,50,50,Glenbervie,,False
FY21-22,20037,Essendon,-37.7560117,144.9161975,metro,723050,2300,2400,1850,1600,1050,200,1000,500,650,100,Essendon,,False
FY21-22,20038,Moonee Ponds,-37.76570666,144.9191607,metro,436200,1300,1350,1250,1100,750,100,500,350,350,100,Moonee Ponds,,False
FY21-22,20039,Ascot Vale,-37.77530609,144.9218207,metro,241200,750,800,650,550,350,50,400,150,150,50,Ascot Vale,,False
FY21-22,20040,Newmarket,-37.78732767,144.9289785,metro,339600,1050,1100,900,800,550,50,400,300,250,50,Newmarket,,False
FY21-22,20041,Kensington,-37.79378022,144.9305244,metro,242300,750,800,650,550,400,50,300,200,200,50,Kensington,,False
FY21-22,20042,Box Hill,-37.81922165,145.1214289,metro,1387500,4400,4550,3850,2850,2100,250,1250,1250,1600,300,Box Hill,,False
FY21-22,40220,Roxburgh Park,-37.63823121,144.9354037,metro,280200,900,900,800,550,400,100,400,200,150,50,Roxburgh Park,,False
FY21-22,40221,Craigieburn,-37.6018169,144.9433203,metro,696300,2200,2250,1950,1550,1100,450,1000,500,250,50,Craigieburn,,False
FY21-22,44817,Coolaroo,-37.66100253,144.9260556,metro,114400,350,350,350,250,200,50,150,100,50,50,Coolaroo,,False
FY21-22,45793,Lynbrook,-38.05734118,145.2492751,metro,203150,700,750,450,300,200,150,400,150,100,50,Lynbrook,,False
FY21-22,45794,Cardinia Road,-38.07129047,145.437791,metro,194800,650,700,500,300,200,150,300,150,100,50,Cardinia Road,,False
FY21-22,45795,South Morang,-37.6491588,145.0670324,metro,347300,1050,1100,1000,800,550,150,400,250,250,50,South Morang,,False
FY21-22,46468,Williams Landing,-37.86986533,144.7474447,metro,633400,2150,2250,1850,1000,700,300,1150,450,250,50,Williams Landing,,False
FY21-22,52095,Southland,-37.958758,145.049124,metro,298200,850,800,1000,850,650,50,100,250,350,50,Southland,,False
FY21-22,52159,Middle Gorge,-37.644062,145.09214,metro,115350,400,450,200,150,100,50,150,50,200,50,Middle Gorge,,False
FY21-22,52160,Hawkstowe,-37.622992,145.097396,metro,87950,300,300,250,150,100,50,150,50,50,50,Hawkstowe,,False
FY21-22,52161,Mernda,-37.602549,145.100883,metro,447850,1400,1500,1200,900,650,250,750,300,150,50,Mernda,,False
FY21-22,19841,Flagstaff,-37.81198131,144.9556538,metro,1681700,6100,6450,4900,1650,1100,100,400,1100,4300,550,Flagstaff,,False
FY21-22,19842,Melbourne Central,-37.80993877,144.9625935,metro,5491300,17600,18050,16050,10850,7900,200,850,4150,9900,2900,Melbourne Central,,False
FY21-22,19843,Parliament,-37.81105406,144.9729109,metro,2911250,10300,10800,8400,3750,2300,100,450,2000,7000,1300,Parliament,,False
FY21-22,19854,Flinders Street,-37.81830513,144.9669643,metro,11392850,33600,33900,32500,29900,21550,900,2300,7050,17650,6000,Flinders Street,,False
FY21-22,19908,Richmond,-37.82407446,144.9901643,metro,1966800,4650,4750,4300,7350,5750,100,550,700,2100,1250,Richmond,,False
FY21-22,19973,North Melbourne,-37.80630984,144.9415102,metro,703500,2150,2250,1850,1750,1250,50,350,500,1100,200,North Melbourne,,False
FY21-22,19979,Jolimont,-37.81652702,144.9840983,metro,473600,950,1050,800,1950,1650,50,100,150,450,300,Jolimont,,False
FY21-22,22180,Southern Cross,-37.81793643,144.9514112,metro,6187150,19350,19900,17350,12800,10250,350,1500,3850,11650,2550,Southern Cross,,False
FY21-22,20028,Showgrounds,-37.7835,144.915,metro,8350,50,50,50,100,50,50,50,50,50,50,Showgrounds,,False
FY22-23,19827,Stony Point,-38.37423454,145.2218375,metro,5500,50,50,50,50,50,50,50,50,50,50,Stony Point,,False
FY22-23,19828,Crib Point,-38.36612338,145.2040433,metro,9450,50,50,50,50,50,50,50,50,50,50,Crib Point,,False
FY22-23,19829,Morradoo,-38.35403334,145.1896025,metro,3750,50,50,50,50,50,50,50,50,50,50,Morradoo,,False
FY22-23,19830,Bittern,-38.33739032,145.1780265,metro,7050,50,50,50,50,50,50,50,50,50,50,Bittern,,False
FY22-23,19831,Hastings,-38.30565853,145.1859799,metro,13350,50,50,50,50,50,50,50,50,50,50,Hastings,,False
FY22-23,19832,Tyabb,-38.259815,145.1864007,metro,3400,50,50,50,50,50,50,50,50,50,50,Tyabb,,False
FY22-23,19833,Somerville,-38.22534196,145.1762449,metro,7250,50,50,50,50,50,50,50,50,50,50,Somerville,,False
FY22-23,19834,Baxter,-38.19404306,145.1605261,metro,2150,50,50,50,50,50,50,50,50,50,50,Baxter,,False
FY22-23,19835,Glen Iris,-37.85930842,145.0582249,metro,247850,800,850,600,500,400,50,350,150,250,50,Glen Iris,,False
FY22-23,19836,Leawarra,-38.152034,145.139534,metro,5550,50,50,50,50,50,50,50,50,50,50,Leawarra,,False
FY22-23,19837,Darling,-37.86895684,145.0629508,metro,245850,750,800,700,550,450,50,450,150,150,50,Darling,,False
FY22-23,19838,East Malvern,-37.87693002,145.069393,metro,320100,950,900,1150,800,700,50,500,150,150,50,East Malvern,,False
FY22-23,19839,Holmesglen,-37.87440222,145.090662,metro,371750,1150,1150,1100,850,700,50,450,300,300,50,Holmesglen,,False
FY22-23,19840,Jordanville,-37.87360339,145.1120902,metro,362950,1150,1200,1050,700,600,100,700,200,150,50,Jordanville,,False
FY22-23,19844,Belgrave,-37.9091021,145.3552913,metro,197600,600,600,600,500,400,50,150,150,200,50,Belgrave,,False
FY22-23,19845,Tecoma,-37.90811849,145.3429946,metro,43850,150,150,150,100,50,50,50,50,50,50,Tecoma,,False
FY22-23,19846,Upwey,-37.90369097,145.3313334,metro,90150,300,300,250,200,150,50,100,50,50,50,Upwey,,False
FY22-23,19847,Alamein,-37.86832039,145.0796557,metro,78100,250,300,200,150,100,50,150,50,50,50,Alamein,,False
FY22-23,19848,Ashburton,-37.86196753,145.0813438,metro,168550,600,600,450,250,200,50,350,100,100,50,Ashburton,,False
FY22-23,19849,Burwood,-37.85156328,145.0805111,metro,194700,700,750,500,250,150,50,450,100,100,50,Burwood,,False
FY22-23,19850,Hartwell,-37.84398457,145.0755596,metro,117950,400,450,300,150,150,50,250,100,50,50,Hartwell,,False
FY22-23,19851,Willison,-37.83571565,145.0702976,metro,62800,200,250,150,100,50,50,150,50,50,50,Willison,,False
FY22-23,19852,Riversdale,-37.83150543,145.069646,metro,169350,650,700,350,150,100,50,350,100,200,50,Riversdale,,False
FY22-23,19853,Camberwell,-37.82656714,145.0586972,metro,1631400,5200,5500,4050,3150,2900,200,1950,1250,1750,300,Camberwell,,False
FY22-23,19855,Frankston,-38.14299007,145.1261623,metro,1022400,3050,3100,2850,2750,1950,500,750,900,750,150,Frankston,,False
FY22-23,19856,Kananook,-38.12174203,145.1352953,metro,155800,500,550,400,300,200,100,200,150,100,50,Kananook,,False
FY22-23,19857,Seaford,-38.10402104,145.1282304,metro,279000,850,900,700,650,450,150,350,200,150,50,Seaford,,False
FY22-23,19858,Carrum,-38.07489292,145.1224183,metro,281800,850,900,700,650,500,150,400,200,150,50,Carrum,,False
FY22-23,19859,Bonbeach,-38.06294478,145.1196804,metro,121600,350,400,300,300,200,50,200,100,50,50,Bonbeach,,False
FY22-23,19860,Chelsea,-38.05195538,145.1160413,metro,316650,950,1050,800,750,550,100,450,250,150,50,Chelsea,,False
FY22-23,19861,Edithvale,-38.03805602,145.1085355,metro,168750,500,550,400,400,300,50,300,100,100,50,Edithvale,,False
FY22-23,19862,Aspendale,-38.02722019,145.1021496,metro,142800,450,500,350,300,250,50,250,100,100,50,Aspendale,,False
FY22-23,19863,Mordialloc,-38.00658295,145.0876594,metro,416750,1300,1350,1000,1000,750,100,550,300,350,50,Mordialloc,,False
FY22-23,19864,Parkdale,-37.99307882,145.0763268,metro,231600,750,850,350,500,300,50,300,200,250,50,Parkdale,,False
FY22-23,19865,Mentone,-37.9818654,145.0651659,metro,588750,2000,2250,1050,950,650,100,550,500,1000,100,Mentone,,False
FY22-23,19866,Cheltenham,-37.96664989,145.0545579,metro,450000,1450,1600,950,900,600,150,700,300,350,50,Cheltenham,,False
FY22-23,19867,Upper Ferntree Gully,-37.8926717,145.3075302,metro,145900,450,450,450,300,250,100,200,100,50,50,Upper Ferntree Gully,,False
FY22-23,19868,Ferntree Gully,-37.88169799,145.2952513,metro,246500,800,850,800,450,300,100,400,150,100,50,Ferntree Gully,,False
FY22-23,19869,Boronia,-37.8604518,145.2843851,metro,355950,1150,1200,1100,700,500,150,550,250,200,50,Boronia,,False
FY22-23,19870,Bayswater,-37.84173004,145.2681364,metro,329600,1100,1100,1050,600,450,100,500,250,200,50,Bayswater,,False
FY22-23,19871,Heathmont,-37.82832227,145.2445554,metro,137150,450,500,400,250,150,50,250,100,100,50,Heathmont,,False
FY22-23,19872,Highett,-37.948425,145.0418718,metro,292800,950,1000,600,650,450,50,450,250,200,50,Highett,,False
FY22-23,19873,Glen Waverley,-37.87950407,145.1620575,metro,1291900,3900,4000,3650,3200,2500,300,1750,850,800,250,Glen Waverley,,False
FY22-23,19874,Syndal,-37.87622963,145.1497805,metro,660100,2100,2150,1900,1300,1100,250,1200,350,350,50,Syndal,,False
FY22-23,19875,Mount Waverley,-37.87525526,145.1280557,metro,606350,1900,2000,1600,1250,1050,150,900,400,500,50,Mount Waverley,,False
FY22-23,19876,Lilydale,-37.75551777,145.3477102,metro,390200,1200,1250,1150,850,650,150,450,300,250,50,Lilydale,,False
FY22-23,19877,Mooroolbark,-37.78474883,145.3124024,metro,405950,1350,1350,1250,750,500,250,600,250,200,50,Mooroolbark,,False
FY22-23,19878,Croydon,-37.79543697,145.2805978,metro,492650,1650,1650,1550,900,600,200,750,350,300,50,Croydon,,False
FY22-23,19879,Ringwood East,-37.81196804,145.2501909,metro,206700,700,750,600,300,250,100,350,150,150,50,Ringwood East,,False
FY22-23,19880,Pakenham,-38.08061397,145.4863791,metro,398000,1250,1250,1150,850,700,250,400,300,250,50,Pakenham,,False
FY22-23,19881,Officer,-38.06614572,145.4109872,metro,127000,450,450,350,150,100,100,200,100,50,50,Officer,,False
FY22-23,19882,Beaconsfield,-38.05083135,145.3660737,metro,209400,750,800,550,250,150,200,350,100,150,50,Beaconsfield,,False
FY22-23,19883,Berwick,-38.04040829,145.3457261,metro,697250,2400,2600,1600,950,700,450,1000,600,500,50,Berwick,,False
FY22-23,19884,Narre Warren,-38.02780932,145.3039694,metro,429650,1400,1500,1150,750,600,250,600,350,250,50,Narre Warren,,False
FY22-23,19885,Hallam,-38.01774038,145.2697768,metro,399600,1400,1450,1050,550,400,250,650,300,250,50,Hallam,,False
FY22-23,19886,Cranbourne,-38.09953731,145.280599,metro,787600,2600,2700,2150,1350,1050,650,1100,600,300,50,Cranbourne,,False
FY22-23,19887,Merinda Park,-38.07900048,145.2635114,metro,397700,1350,1450,1000,550,400,300,750,250,100,50,Merinda Park,,False
FY22-23,19888,Dandenong,-37.98996792,145.2097254,metro,1738900,5700,5800,5250,3350,2450,400,1300,1400,2200,450,Dandenong,,False
FY22-23,19889,Yarraman,-37.97825454,145.1916003,metro,210350,700,750,500,400,300,100,300,200,150,50,Yarraman,,False
FY22-23,19890,Noble Park,-37.96723193,145.1769357,metro,816200,2650,2850,1850,1550,1150,300,1000,700,700,150,Noble Park,,False
FY22-23,19891,Sandown Park,-37.95650457,145.1628259,metro,315850,1050,1150,700,550,400,100,650,250,100,50,Sandown Park,,False
FY22-23,19892,East Camberwell,-37.82589419,145.0681902,metro,108800,350,400,250,150,150,50,150,100,150,50,East Camberwell,,False
FY22-23,19893,Canterbury,-37.82448518,145.0812242,metro,160850,500,500,500,300,250,50,250,100,150,50,Canterbury,,False
FY22-23,19894,Chatham,-37.82429952,145.0886479,metro,104900,350,350,350,200,150,50,150,50,100,50,Chatham,,False
FY22-23,19895,Surrey Hills,-37.82414805,145.0987747,metro,175650,600,550,600,350,250,50,300,100,100,50,Surrey Hills,,False
FY22-23,19896,Mont Albert,-37.81942655,145.1055304,metro,92300,300,300,300,200,150,50,150,50,50,50,Mont Albert,,False
FY22-23,19897,Laburnum,-37.82078023,145.1407027,metro,208400,700,700,550,400,300,50,300,150,200,50,Laburnum,,False
FY22-23,19898,Blackburn,-37.82007075,145.1500135,metro,777500,2500,2550,2300,1600,1300,150,1050,550,700,100,Blackburn,,False
FY22-23,19899,Nunawading,-37.82060317,145.1748917,metro,526300,1750,1750,1600,950,800,100,750,400,450,50,Nunawading,,False
FY22-23,19900,Mitcham,-37.81800987,145.1919735,metro,647850,2200,2200,2050,1050,800,200,1050,450,500,50,Mitcham,,False
FY22-23,19901,Heatherdale,-37.81889537,145.2127872,metro,289950,1000,1000,950,400,300,100,550,150,150,50,Heatherdale,,False
FY22-23,19902,Ringwood,-37.81588648,145.2289685,metro,1334550,4150,4150,4150,3100,2300,250,950,1050,1650,300,Ringwood,,False
FY22-23,19903,Auburn,-37.82239831,145.0458437,metro,555400,1750,1800,1500,1250,950,100,750,400,500,100,Auburn,,False
FY22-23,19904,Glenferrie,-37.82146682,145.0364388,metro,1747000,6050,6500,4350,2400,1850,100,950,1800,3050,600,Glenferrie,,False
FY22-23,19905,Hawthorn,-37.82182601,145.0228987,metro,469400,1550,1650,1250,800,650,50,550,350,650,50,Hawthorn,,False
FY22-23,19906,Burnley,-37.82756022,145.0075551,metro,709000,2050,1900,2700,2000,1700,50,600,350,750,150,Burnley,,False
FY22-23,19907,East Richmond,-37.82639995,144.9970657,metro,457450,1600,1700,1350,600,400,50,250,250,1050,150,East Richmond,,False
FY22-23,19909,Heyington,-37.83467244,145.0226353,metro,182150,650,750,250,200,150,50,150,100,450,50,Heyington,,False
FY22-23,19910,Kooyong,-37.83992894,145.0335516,metro,238100,750,800,650,450,350,50,250,200,300,50,Kooyong,,False
FY22-23,19911,Tooronga,-37.84936553,145.0417337,metro,415900,1350,1400,1150,750,650,50,550,250,500,50,Tooronga,,False
FY22-23,19912,Gardiner,-37.85327908,145.0516547,metro,352450,1050,1050,950,900,750,50,500,200,250,50,Gardiner,,False
FY22-23,19913,Springvale,-37.94950878,145.1534518,metro,1162600,3600,3850,2700,2650,2000,250,1050,1100,1150,250,Springvale,,False
FY22-23,19914,Westall,-37.93849121,145.1388326,metro,668350,1950,1850,2300,1700,1650,150,650,400,550,150,Westall,,False
FY22-23,19915,Clayton,-37.92468255,145.1205344,metro,1209900,3900,4200,2650,2550,1700,300,1200,1100,1300,350,Clayton,,False
FY22-23,19916,Huntingdale,-37.91101734,145.1023643,metro,1118800,4050,4500,2100,1150,750,150,1050,1050,1900,350,Huntingdale,,False
FY22-23,19917,Oakleigh,-37.90037214,145.0883079,metro,1253850,4000,4300,2650,2750,1800,200,1200,1000,1600,300,Oakleigh,,False
FY22-23,19918,Hughesdale,-37.89488129,145.0776351,metro,444600,1450,1550,950,900,600,100,700,350,400,50,Hughesdale,,False
FY22-23,19919,Murrumbeena,-37.89019832,145.0673749,metro,567900,1900,2050,1250,1000,700,150,1050,400,400,50,Murrumbeena,,False
FY22-23,19920,Carnegie,-37.88624148,145.0585751,metro,806150,2600,2800,1750,1700,1100,150,1250,650,600,200,Carnegie,,False
FY22-23,19921,Werribee,-37.89937805,144.661118,metro,941250,3000,3000,3150,1850,1450,500,1250,700,450,100,Werribee,,False
FY22-23,19922,Hoppers Crossing,-37.88327618,144.7009549,metro,738900,2450,2550,2100,1250,950,400,1050,550,500,50,Hoppers Crossing,,False
FY22-23,19923,Laverton,-37.86369404,144.7726167,metro,817350,2750,2800,2500,1350,1050,350,1350,600,450,50,Laverton,,False
FY22-23,19924,Aircraft,-37.86660595,144.7608094,metro,194950,600,650,550,400,300,100,250,100,150,50,Aircraft,,False
FY22-23,19925,Westona,-37.86516348,144.8134936,metro,206550,700,750,450,350,250,50,250,150,300,50,Westona,,False
FY22-23,19926,Altona,-37.8671476,144.8296447,metro,226200,650,650,600,600,500,50,250,200,150,50,Altona,,False
FY22-23,19927,Seaholme,-37.86784231,144.8409577,metro,79350,250,250,200,200,150,50,100,50,50,50,Seaholme,,False
FY22-23,19928,Westgarth,-37.7806207,144.9992332,metro,182000,550,600,400,400,300,50,300,100,100,50,Westgarth,,False
FY22-23,19929,Dennis,-37.77918729,145.0082416,metro,223750,750,800,550,450,300,50,450,150,150,50,Dennis,,False
FY22-23,19930,Fairfield,-37.77917126,145.0169053,metro,406550,1250,1350,950,900,750,50,650,250,300,50,Fairfield,,False
FY22-23,19931,Alphington,-37.77839363,145.0312549,metro,216150,700,750,500,450,350,50,350,150,150,50,Alphington,,False
FY22-23,19932,Darebin,-37.77496341,145.038476,metro,95550,300,350,200,200,150,50,150,50,100,50,Darebin,,False
FY22-23,19933,Ivanhoe,-37.76889674,145.0454252,metro,537800,1750,1900,1250,1000,800,100,900,300,500,50,Ivanhoe,,False
FY22-23,19934,Eaglemont,-37.76358553,145.0539427,metro,99350,300,350,250,200,200,50,200,50,50,50,Eaglemont,,False
FY22-23,19935,Heidelberg,-37.75707293,145.0606855,metro,605950,1950,2050,1550,1200,950,100,550,400,950,100,Heidelberg,,False
FY22-23,19936,Rosanna,-37.7428786,145.0661403,metro,492000,1650,1700,1250,850,650,200,950,300,250,50,Rosanna,,False
FY22-23,19938,Patterson,-37.92514919,145.03547,metro,201850,650,750,300,400,300,50,350,150,200,50,Patterson,,False
FY22-23,19939,Bentleigh,-37.91742457,145.0369951,metro,415200,1300,1450,700,1000,750,100,550,400,350,100,Bentleigh,,False
FY22-23,19940,Mckinnon,-37.91030903,145.038299,metro,251050,800,900,400,550,450,50,450,200,200,50,Mckinnon,,False
FY22-23,19941,Ormond,-37.90321167,145.0396134,metro,379600,1200,1350,650,850,650,50,600,300,300,50,Ormond,,False
FY22-23,19942,Glenhuntly,-37.88971946,145.0422229,metro,319350,950,1100,400,800,600,50,450,250,250,50,Glenhuntly,,False
FY22-23,19943,Caulfield,-37.87745946,145.0425248,metro,2668350,8150,8900,5200,6000,5650,250,2250,2150,3050,1150,Caulfield,,False
FY22-23,19944,Malvern,-37.8662533,145.0292939,metro,531650,1700,1850,1000,1100,850,50,550,450,700,150,Malvern,,False
FY22-23,19945,Armadale,-37.85645238,145.0193255,metro,370550,1200,1350,650,700,500,50,550,300,450,50,Armadale,,False
FY22-23,19946,Toorak,-37.85077381,145.0139086,metro,329150,1100,1250,550,600,400,50,450,250,450,50,Toorak,,False
FY22-23,19947,Hawksburn,-37.84459087,145.0021421,metro,340500,1100,1200,650,700,500,50,500,250,300,50,Hawksburn,,False
FY22-23,19948,Sandringham,-37.95033018,145.0045614,metro,731450,2150,2050,2600,2000,1400,150,950,400,450,100,Sandringham,,False
FY22-23,19949,Hampton,-37.93797681,145.0014706,metro,436550,1350,1350,1400,1000,700,50,650,300,300,100,Hampton,,False
FY22-23,19950,Brighton Beach,-37.92648432,144.9891536,metro,386650,1100,950,1600,1100,850,50,400,200,250,50,Brighton Beach,,False
