Fin_year,Stop_ID,Stop_name,Stop_lat,Stop_long,Pax_annual
FY23-24,20332,Nagambie Railway Station (Nagambie),-36.78546,145.160358,4550
FY23-24,20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.08159,145.57167,6950
FY23-24,20334,North Geelong Railway Station (North Geelong),-38.122836,144.352277,320200
FY23-24,20335,North Shore Railway Station (North Shore),-38.098373,144.365323,84150
FY23-24,20336,Pyramid Railway Station (Pyramid Hill),-36.053113,144.11313,2750
FY23-24,20337,Riddells Creek Railway Station (Riddells Creek),-37.465127,144.679828,58150
FY23-24,20338,Rochester Railway Station (Rochester),-36.362363,144.698683,5200
FY23-24,20339,Rosedale Railway Station (Rosedale),-38.156403,146.786965,2550
FY23-24,20341,Sale Railway Station (Sale),-38.103105,147.054802,27650
FY23-24,20342,Seymour Railway Station (Seymour),-37.024725,145.137733,133200
FY23-24,20343,Shepparton Railway Station (Shepparton),-36.383795,145.4065,74300
FY23-24,20344,South Geelong Railway Station (South Geelong),-38.15866,144.358987,294500
FY23-24,20345,Springhurst Railway Station (Springhurst),-36.185894,146.470421,2700
FY23-24,20346,Stratford Railway Station (Stratford),-37.967047,147.081468,4050
FY23-24,20347,Swan Hill Railway Station (Swan Hill),-35.341113,143.562347,48600
FY23-24,20348,Tallarook Railway Station (Tallarook),-37.092332,145.103002,5700
FY23-24,20349,Terang Railway Station (Terang),-38.236215,142.911467,8950
FY23-24,20350,Trafalgar Railway Station (Trafalgar),-38.207239,146.15477,39700
FY23-24,20351,Traralgon Railway Station (Traralgon),-38.198889,146.537884,145200
FY23-24,20352,Tynong Railway Station (Tynong),-38.084994,145.628231,5100
FY23-24,20353,Violet Town Railway Station (Violet Town),-36.638817,145.715926,2800
FY23-24,20354,Wallan Railway Station (Wallan),-37.416534,145.005354,118800
FY23-24,20355,Wandong Railway Station (Wandong),-37.354676,145.026414,16300
FY23-24,20356,Wangaratta Railway Station (Wangaratta),-36.355102,146.317041,51900
FY23-24,20357,Warragul Railway Station (Warragul),-38.165227,145.932675,136100
FY23-24,20358,Warrnambool Railway Station (Warrnambool),-38.385015,142.475547,98300
FY23-24,20359,Winchelsea Railway Station (Winchelsea),-38.240133,143.984137,4700
FY23-24,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,54750
FY23-24,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,135150
FY23-24,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,13150
FY23-24,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,3600
FY23-24,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,162450
FY23-24,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,1300
FY23-24,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,1850
FY23-24,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,9450
FY23-24,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,850
FY23-24,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,230950
FY23-24,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,6600
FY23-24,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,919500
FY23-24,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,1495450
FY23-24,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,278050
FY23-24,49295,Raywood Railway Station (Raywood),-36.531956,144.201158,850
FY23-24,49296,Huntly Railway Station (Huntly),-36.665847,144.369821,1000
FY23-24,51809,Goornong Railway Station (Goornong),-36.615181,144.503478,2150
FY23-24,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,282150
FY23-24,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,5925200
