Metropolitan Bus,2018-01-01,7568547,NULL,NULL
Metropolitan Bus,2018-02-01,10487311,7568547,38.6
Metropolitan Bus,2018-03-01,11528895,10487311,9.9
Metropolitan Bus,2018-04-01,9592750,11528895,-16.8
Metropolitan Bus,2018-05-01,11263486,9592750,17.4
Metropolitan Bus,2018-06-01,9526795,11263486,-15.4
Metropolitan Bus,2018-07-01,9657327,9526795,1.4
Metropolitan Bus,2018-08-01,11756706,9657327,21.7
Metropolitan Bus,2018-09-01,9878596,11756706,-16.0
Metropolitan Bus,2018-10-01,11233979,9878596,13.7
Metropolitan Bus,2018-11-01,10367915,11233979,-7.7
Metropolitan Bus,2018-12-01,7941245,10367915,-23.4
Metropolitan Bus,2019-01-01,7845144,7941245,-1.2
Metropolitan Bus,2019-02-01,10105546,7845144,28.8
Metropolitan Bus,2019-03-01,11775566,10105546,16.5
Metropolitan Bus,2019-04-01,9667587,11775566,-17.9
Metropolitan Bus,2019-05-01,12082141,9667587,25.0
Metropolitan Bus,2019-06-01,9515676,12082141,-21.2
Metropolitan Bus,2019-07-01,10417277,9515676,9.5
Metropolitan Bus,2019-08-01,11485155,10417277,10.3
Metropolitan Bus,2019-09-01,10238956,11485155,-10.9
Metropolitan Bus,2019-10-01,11294945,10238956,10.3
Metropolitan Bus,2019-11-01,10405336,11294945,-7.9
Metropolitan Bus,2019-12-01,8858522,10405336,-14.9
Metropolitan Bus,2020-01-01,8369145,8858522,-5.5
Metropolitan Bus,2020-02-01,10407862,8369145,24.4
Metropolitan Bus,2020-03-01,7600641,10407862,-27.0
Metropolitan Bus,2020-04-01,1507175,7600641,-80.2
Metropolitan Bus,2020-05-01,2539068,1507175,68.5
Metropolitan Bus,2020-06-01,4752862,2539068,87.2
Metropolitan Bus,2020-07-01,3170618,4752862,-33.3
Metropolitan Bus,2020-08-01,1793958,3170618,-43.4
Metropolitan Bus,2020-09-01,2038847,1793958,13.7
Metropolitan Bus,2020-10-01,3769166,2038847,84.9
Metropolitan Bus,2020-11-01,5795635,3769166,53.8
Metropolitan Bus,2020-12-01,5885341,5795635,1.5
Metropolitan Bus,2021-01-01,4805284,5885341,-18.4
Metropolitan Bus,2021-02-01,5617752,4805284,16.9
Metropolitan Bus,2021-03-01,7645169,5617752,36.1
Metropolitan Bus,2021-04-01,6628991,7645169,-13.3
Metropolitan Bus,2021-05-01,6962665,6628991,5.0
Metropolitan Bus,2021-06-01,4452322,6962665,-36.1
Metropolitan Bus,2021-07-01,4722392,4452322,6.1
Metropolitan Bus,2021-08-01,3102190,4722392,-34.3
Metropolitan Bus,2021-09-01,2405774,3102190,-22.4
Metropolitan Bus,2021-10-01,3435761,2405774,42.8
Metropolitan Bus,2021-11-01,6453897,3435761,87.8
Metropolitan Bus,2021-12-01,5912880,6453897,-8.4
Metropolitan Bus,2022-01-01,4124071,5912880,-30.3
Metropolitan Bus,2022-02-01,6205045,4124071,50.5
Metropolitan Bus,2022-03-01,8476974,6205045,36.6
Metropolitan Bus,2022-04-01,6870377,8476974,-19.0
Metropolitan Bus,2022-05-01,7779324,6870377,13.2
Metropolitan Bus,2022-06-01,6943793,7779324,-10.7
Metropolitan Bus,2022-07-01,7332966,6943793,5.6
Metropolitan Bus,2022-08-01,8338393,7332966,13.7
Metropolitan Bus,2022-09-01,7472155,8338393,-10.4
Metropolitan Bus,2022-10-01,8156542,7472155,9.2
Metropolitan Bus,2022-11-01,8312554,8156542,1.9
Metropolitan Bus,2022-12-01,7434002,8312554,-10.6
Metropolitan Bus,2023-01-01,7090984,7434002,-4.6
Metropolitan Bus,2023-02-01,8608284,7090984,21.4
Metropolitan Bus,2023-03-01,10301621,8608284,19.7
Metropolitan Bus,2023-04-01,8124564,10301621,-21.1
Metropolitan Bus,2023-05-01,9848630,8124564,21.2
Metropolitan Bus,2023-06-01,8635816,9848630,-12.3
Metropolitan Bus,2023-07-01,9219892,8635816,6.8
Metropolitan Bus,2023-08-01,10304037,9219892,11.8
Metropolitan Bus,2023-09-01,9260131,10304037,-10.1
Metropolitan Bus,2023-10-01,10083249,9260131,8.9
Metropolitan Bus,2023-11-01,9872183,10083249,-2.1
Metropolitan Bus,2023-12-01,8548817,9872183,-13.4
Metropolitan Bus,2024-01-01,8335210,8548817,-2.5
Metropolitan Bus,2024-02-01,10441479,8335210,25.3
Metropolitan Bus,2024-03-01,10596736,10441479,1.5
Metropolitan Bus,2024-04-01,9271098,10596736,-12.5
Metropolitan Bus,2024-05-01,10256661,9271098,10.6
Metropolitan Bus,2024-06-01,8706404,10256661,-15.1
Metropolitan Bus,2024-07-01,9829583,8706404,12.9
Metropolitan Bus,2024-08-01,10737761,9829583,9.2
Metropolitan Bus,2024-09-01,9188549,10737761,-14.4
Metropolitan Bus,2024-10-01,10555383,9188549,14.9
Metropolitan Bus,2024-11-01,9323924,10555383,-11.7
Metropolitan Bus,2024-12-01,8687979,9323924,-6.8
Metropolitan Bus,2025-01-01,8183939,8687979,-5.8
Metropolitan Bus,2025-02-01,9179004,8183939,12.2
Metropolitan Bus,2025-03-01,10650660,9179004,16.0
Metropolitan Bus,2025-04-01,9353277,10650660,-12.2
Metropolitan Bus,2025-05-01,10384586,9353277,11.0
Metropolitan Bus,2025-06-01,8809813,10384586,-15.2
Metropolitan Bus,2025-07-01,9573219,8809813,8.7
Metropolitan Bus,2025-08-01,9969102,9573219,4.1
Metropolitan Bus,2025-09-01,9143531,9969102,-8.3
Metropolitan Bus,2025-10-01,10077976,9143531,10.2
Metropolitan Bus,2025-11-01,8815809,10077976,-12.5
Metropolitan Bus,2025-12-01,8281774,8815809,-6.1
Metropolitan Bus,2026-01-01,7624940,8281774,-7.9
Metropolitan Train,2018-01-01,16809932,NULL,NULL
Metropolitan Train,2018-02-01,19554477,16809932,16.3
Metropolitan Train,2018-03-01,22659010,19554477,15.9
Metropolitan Train,2018-04-01,20312040,22659010,-10.4
Metropolitan Train,2018-05-01,22768447,20312040,12.1
Metropolitan Train,2018-06-01,19284755,22768447,-15.3
Metropolitan Train,2018-07-01,20732099,19284755,7.5
Metropolitan Train,2018-08-01,22566766,20732099,8.8
Metropolitan Train,2018-09-01,20056487,22566766,-11.1
Metropolitan Train,2018-10-01,22299761,20056487,11.2
Metropolitan Train,2018-11-01,20806123,22299761,-6.7
Metropolitan Train,2018-12-01,16665365,20806123,-19.9
Metropolitan Train,2019-01-01,17074623,16665365,2.5
Metropolitan Train,2019-02-01,20011823,17074623,17.2
Metropolitan Train,2019-03-01,22250796,20011823,11.2
Metropolitan Train,2019-04-01,18579825,22250796,-16.5
Metropolitan Train,2019-05-01,23045436,18579825,24.0
Metropolitan Train,2019-06-01,19099513,23045436,-17.1
Metropolitan Train,2019-07-01,20771347,19099513,8.8
Metropolitan Train,2019-08-01,22618021,20771347,8.9
Metropolitan Train,2019-09-01,20593343,22618021,-9.0
Metropolitan Train,2019-10-01,22429337,20593343,8.9
Metropolitan Train,2019-11-01,20413342,22429337,-9.0
Metropolitan Train,2019-12-01,17890229,20413342,-12.4
Metropolitan Train,2020-01-01,17015987,17890229,-4.9
Metropolitan Train,2020-02-01,19811543,17015987,16.4
Metropolitan Train,2020-03-01,13746958,19811543,-30.6
Metropolitan Train,2020-04-01,2165747,13746958,-84.2
Metropolitan Train,2020-05-01,3670296,2165747,69.5
Metropolitan Train,2020-06-01,6432121,3670296,75.2
Metropolitan Train,2020-07-01,3963903,6432121,-38.4
Metropolitan Train,2020-08-01,1887499,3963903,-52.4
Metropolitan Train,2020-09-01,1931257,1887499,2.3
Metropolitan Train,2020-10-01,3388960,1931257,75.5
Metropolitan Train,2020-11-01,6439402,3388960,90.0
Metropolitan Train,2020-12-01,7868276,6439402,22.2
Metropolitan Train,2021-01-01,7231312,7868276,-8.1
Metropolitan Train,2021-02-01,7822660,7231312,8.2
Metropolitan Train,2021-03-01,11852314,7822660,51.5
Metropolitan Train,2021-04-01,11632636,11852314,-1.9
Metropolitan Train,2021-05-01,11375712,11632636,-2.2
Metropolitan Train,2021-06-01,6321515,11375712,-44.4
Metropolitan Train,2021-07-01,7512489,6321515,18.8
Metropolitan Train,2021-08-01,3954587,7512489,-47.4
Metropolitan Train,2021-09-01,2769485,3954587,-30.0
Metropolitan Train,2021-10-01,3995863,2769485,44.3
Metropolitan Train,2021-11-01,8341146,3995863,108.7
Metropolitan Train,2021-12-01,9127862,8341146,9.4
Metropolitan Train,2022-01-01,5778986,9127862,-36.7
Metropolitan Train,2022-02-01,8382008,5778986,45.0
Metropolitan Train,2022-03-01,13045722,8382008,55.6
Metropolitan Train,2022-04-01,11890697,13045722,-8.9
Metropolitan Train,2022-05-01,12833409,11890697,7.9
Metropolitan Train,2022-06-01,11842624,12833409,-7.7
Metropolitan Train,2022-07-01,12019600,11842624,1.5
Metropolitan Train,2022-08-01,13095346,12019600,8.9
Metropolitan Train,2022-09-01,12936260,13095346,-1.2
Metropolitan Train,2022-10-01,12909284,12936260,-0.2
Metropolitan Train,2022-11-01,13072188,12909284,1.3
Metropolitan Train,2022-12-01,11867965,13072188,-9.2
Metropolitan Train,2023-01-01,10109375,11867965,-14.8
Metropolitan Train,2023-02-01,12831622,10109375,26.9
Metropolitan Train,2023-03-01,16527142,12831622,28.8
Metropolitan Train,2023-04-01,13288137,16527142,-19.6
Metropolitan Train,2023-05-01,15312507,13288137,15.2
Metropolitan Train,2023-06-01,13115087,15312507,-14.4
Metropolitan Train,2023-07-01,14020167,13115087,6.9
Metropolitan Train,2023-08-01,16437412,14020167,17.2
Metropolitan Train,2023-09-01,14847177,16437412,-9.7
Metropolitan Train,2023-10-01,15199277,14847177,2.4
Metropolitan Train,2023-11-01,14653512,15199277,-3.6
Metropolitan Train,2023-12-01,13516661,14653512,-7.8
Metropolitan Train,2024-01-01,13254775,13516661,-1.9
Metropolitan Train,2024-02-01,15828610,13254775,19.4
Metropolitan Train,2024-03-01,17171572,15828610,8.5
Metropolitan Train,2024-04-01,15943432,17171572,-7.2
Metropolitan Train,2024-05-01,17201139,15943432,7.9
Metropolitan Train,2024-06-01,14454677,17201139,-16.0
Metropolitan Train,2024-07-01,15901814,14454677,10.0
Metropolitan Train,2024-08-01,17273609,15901814,8.6
Metropolitan Train,2024-09-01,15323401,17273609,-11.3
Metropolitan Train,2024-10-01,16934209,15323401,10.5
Metropolitan Train,2024-11-01,14968410,16934209,-11.6
Metropolitan Train,2024-12-01,13603360,14968410,-9.1
Metropolitan Train,2025-01-01,13379440,13603360,-1.6
Metropolitan Train,2025-02-01,14514256,13379440,8.5
Metropolitan Train,2025-03-01,17994138,14514256,24.0
Metropolitan Train,2025-04-01,15480989,17994138,-14.0
Metropolitan Train,2025-05-01,17588793,15480989,13.6
Metropolitan Train,2025-06-01,14442545,17588793,-17.9
Metropolitan Train,2025-07-01,15451503,14442545,7.0
Metropolitan Train,2025-08-01,16189046,15451503,4.8
Metropolitan Train,2025-09-01,14998479,16189046,-7.4
Metropolitan Train,2025-10-01,15977164,14998479,6.5
Metropolitan Train,2025-11-01,14297664,15977164,-10.5
Metropolitan Train,2025-12-01,14894850,14297664,4.2
Metropolitan Train,2026-01-01,14263509,14894850,-4.2
Metropolitan Tram,2018-01-01,15231368,NULL,NULL
Metropolitan Tram,2018-02-01,16980925,15231368,11.5
Metropolitan Tram,2018-03-01,19832126,16980925,16.8
Metropolitan Tram,2018-04-01,16919872,19832126,-14.7
Metropolitan Tram,2018-05-01,17691427,16919872,4.6
Metropolitan Tram,2018-06-01,15836171,17691427,-10.5
Metropolitan Tram,2018-07-01,17169239,15836171,8.4
Metropolitan Tram,2018-08-01,18415592,17169239,7.3
Metropolitan Tram,2018-09-01,15892774,18415592,-13.7
Metropolitan Tram,2018-10-01,18677490,15892774,17.5
Metropolitan Tram,2018-11-01,17398998,18677490,-6.8
Metropolitan Tram,2018-12-01,15404107,17398998,-11.5
Metropolitan Tram,2019-01-01,15695535,15404107,1.9
Metropolitan Tram,2019-02-01,16485000,15695535,5.0
Metropolitan Tram,2019-03-01,19456794,16485000,18.0
Metropolitan Tram,2019-04-01,17400302,19456794,-10.6
Metropolitan Tram,2019-05-01,18410816,17400302,5.8
Metropolitan Tram,2019-06-01,15041547,18410816,-18.3
Metropolitan Tram,2019-07-01,16784796,15041547,11.6
Metropolitan Tram,2019-08-01,17578879,16784796,4.7
Metropolitan Tram,2019-09-01,15733247,17578879,-10.5
