Metropolitan Bus,2024-10-01,10555383,10160564
Metropolitan Bus,2024-11-01,9323924,9689285
Metropolitan Bus,2024-12-01,8687979,9522428
Metropolitan Bus,2025-01-01,8183939,8731947
Metropolitan Bus,2025-02-01,9179004,8683640
Metropolitan Bus,2025-03-01,10650660,9337867
Metropolitan Bus,2025-04-01,9353277,9727647
Metropolitan Bus,2025-05-01,10384586,10129507
Metropolitan Bus,2025-06-01,8809813,9515892
Metropolitan Bus,2025-07-01,9573219,9589206
Metropolitan Bus,2025-08-01,9969102,9450711
Metropolitan Bus,2025-09-01,9143531,9561950
Metropolitan Bus,2025-10-01,10077976,9730203
Metropolitan Bus,2025-11-01,8815809,9345772
Metropolitan Bus,2025-12-01,8281774,9058519
Metropolitan Bus,2026-01-01,7624940,8240841
Metropolitan Train,2018-01-01,16809932,16809932
Metropolitan Train,2018-02-01,19554477,18182204
Metropolitan Train,2018-03-01,22659010,19674473
Metropolitan Train,2018-04-01,20312040,20841842
Metropolitan Train,2018-05-01,22768447,21913165
Metropolitan Train,2018-06-01,19284755,20788414
Metropolitan Train,2018-07-01,20732099,20928433
Metropolitan Train,2018-08-01,22566766,20861206
Metropolitan Train,2018-09-01,20056487,21118450
Metropolitan Train,2018-10-01,22299761,21641004
Metropolitan Train,2018-11-01,20806123,21054123
Metropolitan Train,2018-12-01,16665365,19923749
Metropolitan Train,2019-01-01,17074623,18182037
Metropolitan Train,2019-02-01,20011823,17917270
Metropolitan Train,2019-03-01,22250796,19779080
Metropolitan Train,2019-04-01,18579825,20280814
Metropolitan Train,2019-05-01,23045436,21292019
Metropolitan Train,2019-06-01,19099513,20241591
Metropolitan Train,2019-07-01,20771347,20972098
Metropolitan Train,2019-08-01,22618021,20829627
Metropolitan Train,2019-09-01,20593343,21327570
Metropolitan Train,2019-10-01,22429337,21880233
Metropolitan Train,2019-11-01,20413342,21145340
Metropolitan Train,2019-12-01,17890229,20244302
Metropolitan Train,2020-01-01,17015987,18439852
Metropolitan Train,2020-02-01,19811543,18239253
Metropolitan Train,2020-03-01,13746958,16858162
Metropolitan Train,2020-04-01,2165747,11908082
Metropolitan Train,2020-05-01,3670296,6527667
Metropolitan Train,2020-06-01,6432121,4089388
Metropolitan Train,2020-07-01,3963903,4688773
Metropolitan Train,2020-08-01,1887499,4094507
Metropolitan Train,2020-09-01,1931257,2594219
Metropolitan Train,2020-10-01,3388960,2402572
Metropolitan Train,2020-11-01,6439402,3919873
Metropolitan Train,2020-12-01,7868276,5898879
Metropolitan Train,2021-01-01,7231312,7179663
Metropolitan Train,2021-02-01,7822660,7640749
Metropolitan Train,2021-03-01,11852314,8968762
Metropolitan Train,2021-04-01,11632636,10435870
Metropolitan Train,2021-05-01,11375712,11620220
Metropolitan Train,2021-06-01,6321515,9776621
Metropolitan Train,2021-07-01,7512489,8403238
Metropolitan Train,2021-08-01,3954587,5929530
Metropolitan Train,2021-09-01,2769485,4745520
Metropolitan Train,2021-10-01,3995863,3573311
Metropolitan Train,2021-11-01,8341146,5035498
Metropolitan Train,2021-12-01,9127862,7154957
Metropolitan Train,2022-01-01,5778986,7749331
Metropolitan Train,2022-02-01,8382008,7762952
Metropolitan Train,2022-03-01,13045722,9068905
Metropolitan Train,2022-04-01,11890697,11106142
Metropolitan Train,2022-05-01,12833409,12589942
Metropolitan Train,2022-06-01,11842624,12188910
Metropolitan Train,2022-07-01,12019600,12231877
Metropolitan Train,2022-08-01,13095346,12319190
Metropolitan Train,2022-09-01,12936260,12683735
Metropolitan Train,2022-10-01,12909284,12980296
Metropolitan Train,2022-11-01,13072188,12972577
Metropolitan Train,2022-12-01,11867965,12616479
Metropolitan Train,2023-01-01,10109375,11683176
Metropolitan Train,2023-02-01,12831622,11602987
Metropolitan Train,2023-03-01,16527142,13156046
Metropolitan Train,2023-04-01,13288137,14215633
Metropolitan Train,2023-05-01,15312507,15042595
Metropolitan Train,2023-06-01,13115087,13905243
Metropolitan Train,2023-07-01,14020167,14149253
Metropolitan Train,2023-08-01,16437412,14524222
Metropolitan Train,2023-09-01,14847177,15101585
Metropolitan Train,2023-10-01,15199277,15494622
Metropolitan Train,2023-11-01,14653512,14899988
Metropolitan Train,2023-12-01,13516661,14456483
Metropolitan Train,2024-01-01,13254775,13808316
Metropolitan Train,2024-02-01,15828610,14200015
Metropolitan Train,2024-03-01,17171572,15418319
Metropolitan Train,2024-04-01,15943432,16314538
Metropolitan Train,2024-05-01,17201139,16772047
Metropolitan Train,2024-06-01,14454677,15866416
Metropolitan Train,2024-07-01,15901814,15852543
Metropolitan Train,2024-08-01,17273609,15876700
Metropolitan Train,2024-09-01,15323401,16166274
Metropolitan Train,2024-10-01,16934209,16510406
Metropolitan Train,2024-11-01,14968410,15742006
Metropolitan Train,2024-12-01,13603360,15168659
Metropolitan Train,2025-01-01,13379440,13983736
Metropolitan Train,2025-02-01,14514256,13832352
Metropolitan Train,2025-03-01,17994138,15295944
Metropolitan Train,2025-04-01,15480989,15996461
Metropolitan Train,2025-05-01,17588793,17021306
Metropolitan Train,2025-06-01,14442545,15837442
Metropolitan Train,2025-07-01,15451503,15827613
Metropolitan Train,2025-08-01,16189046,15361031
Metropolitan Train,2025-09-01,14998479,15546342
Metropolitan Train,2025-10-01,15977164,15721563
Metropolitan Train,2025-11-01,14297664,15091102
Metropolitan Train,2025-12-01,14894850,15056559
Metropolitan Train,2026-01-01,14263509,14485341
Metropolitan Tram,2018-01-01,15231368,15231368
Metropolitan Tram,2018-02-01,16980925,16106146
Metropolitan Tram,2018-03-01,19832126,17348139
Metropolitan Tram,2018-04-01,16919872,17910974
Metropolitan Tram,2018-05-01,17691427,18147808
Metropolitan Tram,2018-06-01,15836171,16815823
Metropolitan Tram,2018-07-01,17169239,16898945
Metropolitan Tram,2018-08-01,18415592,17140334
Metropolitan Tram,2018-09-01,15892774,17159201
Metropolitan Tram,2018-10-01,18677490,17661952
Metropolitan Tram,2018-11-01,17398998,17323087
Metropolitan Tram,2018-12-01,15404107,17160198
Metropolitan Tram,2019-01-01,15695535,16166213
Metropolitan Tram,2019-02-01,16485000,15861547
Metropolitan Tram,2019-03-01,19456794,17212443
Metropolitan Tram,2019-04-01,17400302,17780698
Metropolitan Tram,2019-05-01,18410816,18422637
Metropolitan Tram,2019-06-01,15041547,16950888
Metropolitan Tram,2019-07-01,16784796,16745719
Metropolitan Tram,2019-08-01,17578879,16468407
Metropolitan Tram,2019-09-01,15733247,16698974
Metropolitan Tram,2019-10-01,16917616,16743247
Metropolitan Tram,2019-11-01,15344062,15998308
Metropolitan Tram,2019-12-01,13736921,15332866
Metropolitan Tram,2020-01-01,13396238,14159073
Metropolitan Tram,2020-02-01,14656787,13929982
Metropolitan Tram,2020-03-01,9602985,12552003
Metropolitan Tram,2020-04-01,1376119,8545297
Metropolitan Tram,2020-05-01,2587250,4522118
Metropolitan Tram,2020-06-01,4080847,2681405
Metropolitan Tram,2020-07-01,2505061,3057719
Metropolitan Tram,2020-08-01,1224017,2603308
Metropolitan Tram,2020-09-01,1245928,1658335
Metropolitan Tram,2020-10-01,2130346,1533430
Metropolitan Tram,2020-11-01,4511166,2629146
Metropolitan Tram,2020-12-01,5995164,4212225
Metropolitan Tram,2021-01-01,5553277,5353202
Metropolitan Tram,2021-02-01,5882295,5810245
Metropolitan Tram,2021-03-01,8750223,6728598
Metropolitan Tram,2021-04-01,9123455,7918657
Metropolitan Tram,2021-05-01,8761433,8878370
Metropolitan Tram,2021-06-01,4557256,7480714
Metropolitan Tram,2021-07-01,5093722,6137470
Metropolitan Tram,2021-08-01,2686330,4112436
Metropolitan Tram,2021-09-01,1910362,3230138
Metropolitan Tram,2021-10-01,3102681,2566457
Metropolitan Tram,2021-11-01,7034365,4015802
Metropolitan Tram,2021-12-01,8359146,6165397
Metropolitan Tram,2022-01-01,5372999,6922170
Metropolitan Tram,2022-02-01,7962117,7231420
Metropolitan Tram,2022-03-01,11614262,8316459
Metropolitan Tram,2022-04-01,10065400,9880593
Metropolitan Tram,2022-05-01,10150913,10610191
Metropolitan Tram,2022-06-01,9590565,9935626
Metropolitan Tram,2022-07-01,11129287,10290255
Metropolitan Tram,2022-08-01,12361088,11026980
Metropolitan Tram,2022-09-01,11791504,11760626
Metropolitan Tram,2022-10-01,12080170,12077587
Metropolitan Tram,2022-11-01,12137205,12002959
Metropolitan Tram,2022-12-01,10945095,11720823
Metropolitan Tram,2023-01-01,12245668,11775989
Metropolitan Tram,2023-02-01,12894448,12028403
Metropolitan Tram,2023-03-01,15292063,13477393
Metropolitan Tram,2023-04-01,12402173,13529561
Metropolitan Tram,2023-05-01,12760569,13484935
Metropolitan Tram,2023-06-01,11602791,12255177
Metropolitan Tram,2023-07-01,12335062,12232807
Metropolitan Tram,2023-08-01,13280460,12406104
Metropolitan Tram,2023-09-01,12149257,12588259
Metropolitan Tram,2023-10-01,12453509,12627742
Metropolitan Tram,2023-11-01,12503061,12368609
Metropolitan Tram,2023-12-01,12173168,12376579
Metropolitan Tram,2024-01-01,11821351,12165860
Metropolitan Tram,2024-02-01,13427105,12473874
Metropolitan Tram,2024-03-01,14840535,13362997
Metropolitan Tram,2024-04-01,14241713,14169784
Metropolitan Tram,2024-05-01,13914626,14332291
Metropolitan Tram,2024-06-01,11656478,13270939
Metropolitan Tram,2024-07-01,13019738,12863614
Metropolitan Tram,2024-08-01,13714916,12797044
Metropolitan Tram,2024-09-01,11695377,12810010
Metropolitan Tram,2024-10-01,14575255,13328516
Metropolitan Tram,2024-11-01,13548253,13272961
Metropolitan Tram,2024-12-01,13101396,13741634
Metropolitan Tram,2025-01-01,12523366,13057671
Metropolitan Tram,2025-02-01,13058985,12894582
Metropolitan Tram,2025-03-01,15300456,13627602
Metropolitan Tram,2025-04-01,13414808,13924749
Metropolitan Tram,2025-05-01,14443916,14386393
Metropolitan Tram,2025-06-01,11792860,13217194
Metropolitan Tram,2025-07-01,12651420,12962732
Metropolitan Tram,2025-08-01,12233414,12225898
Metropolitan Tram,2025-09-01,11515404,12133412
Metropolitan Tram,2025-10-01,12402127,12050315
Metropolitan Tram,2025-11-01,12265500,12061010
Metropolitan Tram,2025-12-01,12069311,12245646
Metropolitan Tram,2026-01-01,NULL,12167405
Regional Bus,2018-01-01,721229,721229
Regional Bus,2018-02-01,1118494,919861
Regional Bus,2018-03-01,1224816,1021513
Regional Bus,2018-04-01,946218,1096509
Regional Bus,2018-05-01,1258704,1143246
Regional Bus,2018-06-01,1077970,1094297
Regional Bus,2018-07-01,967622,1101432
Regional Bus,2018-08-01,1261319,1102303
Regional Bus,2018-09-01,1033758,1087566
Regional Bus,2018-10-01,1232418,1175831
Regional Bus,2018-11-01,1182863,1149679
Regional Bus,2018-12-01,878944,1098075
Regional Bus,2019-01-01,748369,936725
Regional Bus,2019-02-01,1201991,943101
Regional Bus,2019-03-01,1232933,1061097
Regional Bus,2019-04-01,961318,1132080
Regional Bus,2019-05-01,1287180,1160477
Regional Bus,2019-06-01,1084632,1111043
Regional Bus,2019-07-01,1083306,1151706
Regional Bus,2019-08-01,1275349,1147762
Regional Bus,2019-09-01,1089826,1149493
Regional Bus,2019-10-01,1212228,1192467
Regional Bus,2019-11-01,1126220,1142758
Regional Bus,2019-12-01,873469,1070639
Regional Bus,2020-01-01,764361,921350
Regional Bus,2020-02-01,1276038,971289
Regional Bus,2020-03-01,947946,996115
Regional Bus,2020-04-01,227342,817108
Regional Bus,2020-05-01,368116,514468
Regional Bus,2020-06-01,763812,453090
Regional Bus,2020-07-01,769837,633921
Regional Bus,2020-08-01,343285,625644
Regional Bus,2020-09-01,380397,497839
Regional Bus,2020-10-01,848872,524184
Regional Bus,2020-11-01,911034,713434
Regional Bus,2020-12-01,666297,808734
Regional Bus,2021-01-01,484867,687399
Regional Bus,2021-02-01,797454,649539
Regional Bus,2021-03-01,1009127,763816
Regional Bus,2021-04-01,697503,834694
Regional Bus,2021-05-01,811685,839438
Regional Bus,2021-06-01,693393,734193
Regional Bus,2021-07-01,599227,701435
Regional Bus,2021-08-01,707880,666833
Regional Bus,2021-09-01,451102,586069
Regional Bus,2021-10-01,656824,605268
Regional Bus,2021-11-01,855704,654543
Regional Bus,2021-12-01,688849,733792
Regional Bus,2022-01-01,549859,698137
Regional Bus,2022-02-01,985731,741479
Regional Bus,2022-03-01,1060923,865504
Regional Bus,2022-04-01,838558,961737
Regional Bus,2022-05-01,1121794,1007091
Regional Bus,2022-06-01,926422,962258
Regional Bus,2022-07-01,975473,1007896
Regional Bus,2022-08-01,1098964,1000286
Regional Bus,2022-09-01,858200,977545
Regional Bus,2022-10-01,1159113,1038759
Regional Bus,2022-11-01,1035487,1017600
Regional Bus,2022-12-01,863993,1019531
Regional Bus,2023-01-01,820221,906567
Regional Bus,2023-02-01,1096006,926740
Regional Bus,2023-03-01,1247122,1054449
Regional Bus,2023-04-01,938444,1093857
Regional Bus,2023-05-01,1222849,1136138
Regional Bus,2023-06-01,1049480,1070257
Regional Bus,2023-07-01,1148259,1140196
Regional Bus,2023-08-01,1255113,1150950
Regional Bus,2023-09-01,1103635,1169002
Regional Bus,2023-10-01,1242909,1200552
Regional Bus,2023-11-01,1190730,1179091
Regional Bus,2023-12-01,1009701,1147780
Regional Bus,2024-01-01,841044,1013825
Regional Bus,2024-02-01,1115173,988639
Regional Bus,2024-03-01,1116628,1024281
Regional Bus,2024-04-01,1056862,1096221
Regional Bus,2024-05-01,1247979,1140489
Regional Bus,2024-06-01,994915,1099918
Regional Bus,2024-07-01,1068435,1103776
Regional Bus,2024-08-01,1183307,1082219
Regional Bus,2024-09-01,1027230,1092990
Regional Bus,2024-10-01,1193762,1134766
Regional Bus,2024-11-01,940930,1053974
Regional Bus,2024-12-01,921439,1018710
Regional Bus,2025-01-01,782149,881506
Regional Bus,2025-02-01,1025310,909632
Regional Bus,2025-03-01,1147175,984878
Regional Bus,2025-04-01,961133,1044539
Regional Bus,2025-05-01,1110728,1073012
Regional Bus,2025-06-01,962106,1011322
Regional Bus,2025-07-01,956183,1009672
Regional Bus,2025-08-01,990904,969731
Regional Bus,2025-09-01,940369,962485
Regional Bus,2025-10-01,1117069,1016114
Regional Bus,2025-11-01,936233,997890
Regional Bus,2025-12-01,895411,982904
Regional Bus,2026-01-01,771902,867848
Regional Coach,2018-01-01,116568,116568
Regional Coach,2018-02-01,103197,109882
Regional Coach,2018-03-01,117180,112315
Regional Coach,2018-04-01,107480,109285
Regional Coach,2018-05-01,109456,111372
Regional Coach,2018-06-01,101215,106050
Regional Coach,2018-07-01,109103,106591
Regional Coach,2018-08-01,110348,106888
Regional Coach,2018-09-01,104525,107992
Regional Coach,2018-10-01,121267,112046
Regional Coach,2018-11-01,111699,112497
Regional Coach,2018-12-01,113023,115329
Regional Coach,2019-01-01,110708,111810
Regional Coach,2019-02-01,103886,109205
Regional Coach,2019-03-01,112302,108965
Regional Coach,2019-04-01,111012,109066
Regional Coach,2019-05-01,111604,111639
Regional Coach,2019-06-01,98137,106917
Regional Coach,2019-07-01,108706,106149
Regional Coach,2019-08-01,107987,104943
Regional Coach,2019-09-01,104419,107037
Regional Coach,2019-10-01,115819,109408
Regional Coach,2019-11-01,106782,109006
Regional Coach,2019-12-01,110447,111016
Regional Coach,2020-01-01,105751,107660
Regional Coach,2020-02-01,99955,105384
Regional Coach,2020-03-01,74665,93457
Regional Coach,2020-04-01,17602,64074
Regional Coach,2020-05-01,29670,40645
Regional Coach,2020-06-01,51732,33001
Regional Coach,2020-07-01,41425,40942
Regional Coach,2020-08-01,17890,37015
Regional Coach,2020-09-01,23051,27455
Regional Coach,2020-10-01,36990,25977
Regional Coach,2020-11-01,51260,37100
Regional Coach,2020-12-01,74068,54106
Regional Coach,2021-01-01,60026,61784
Regional Coach,2021-02-01,54099,62731
Regional Coach,2021-03-01,75765,63296
Regional Coach,2021-04-01,75002,68288
Regional Coach,2021-05-01,66206,72324
Regional Coach,2021-06-01,46233,62480
Regional Coach,2021-07-01,45599,52679
Regional Coach,2021-08-01,33264,41698
Regional Coach,2021-09-01,23838,34233
Regional Coach,2021-10-01,33948,30350
Regional Coach,2021-11-01,55165,37650
Regional Coach,2021-12-01,67426,52179
Regional Coach,2022-01-01,51750,58113
Regional Coach,2022-02-01,57210,58795
Regional Coach,2022-03-01,73664,60874
Regional Coach,2022-04-01,73735,68203
Regional Coach,2022-05-01,71603,73000
Regional Coach,2022-06-01,70919,72085
Regional Coach,2022-07-01,75239,72587
Regional Coach,2022-08-01,74401,73519
Regional Coach,2022-09-01,74648,74762
Regional Coach,2022-10-01,68919,72656
Regional Coach,2022-11-01,74053,72540
Regional Coach,2022-12-01,85612,76194
Regional Coach,2023-01-01,84946,81537
Regional Coach,2023-02-01,77949,82835
Regional Coach,2023-03-01,88964,83953
Regional Coach,2023-04-01,89335,85416
Regional Coach,2023-05-01,95859,91386
Regional Coach,2023-06-01,94894,93362
Regional Coach,2023-07-01,99755,96836
Regional Coach,2023-08-01,98413,97687
Regional Coach,2023-09-01,100982,99716
Regional Coach,2023-10-01,106717,102037
Regional Coach,2023-11-01,104648,104115
Regional Coach,2023-12-01,111120,107495
Regional Coach,2024-01-01,113350,109706
Regional Coach,2024-02-01,104337,109602
Regional Coach,2024-03-01,112283,109990
Regional Coach,2024-04-01,114813,110477
Regional Coach,2024-05-01,109868,112321
Regional Coach,2024-06-01,104351,109677
Regional Coach,2024-07-01,110936,108385
Regional Coach,2024-08-01,108656,107981
Regional Coach,2024-09-01,107465,109019
Regional Coach,2024-10-01,126770,114297
Regional Coach,2024-11-01,112359,115531
Regional Coach,2024-12-01,121320,120149
Regional Coach,2025-01-01,122422,118700
Regional Coach,2025-02-01,104244,115995
Regional Coach,2025-03-01,119824,115496
Regional Coach,2025-04-01,116481,113516
Regional Coach,2025-05-01,111430,115911
Regional Coach,2025-06-01,110283,112731
Regional Coach,2025-07-01,113079,111597
Regional Coach,2025-08-01,106863,110075
Regional Coach,2025-09-01,105410,108450
Regional Coach,2025-10-01,118470,110247
Regional Coach,2025-11-01,107793,110557
Regional Coach,2025-12-01,122578,116280
Regional Coach,2026-01-01,110891,113754
Regional Train,2018-01-01,1466256,1466256
Regional Train,2018-02-01,1522981,1494618
Regional Train,2018-03-01,1809774,1599670
Regional Train,2018-04-01,1684827,1672527
Regional Train,2018-05-01,1790656,1761752
Regional Train,2018-06-01,1535636,1670373
Regional Train,2018-07-01,1799245,1708512
Regional Train,2018-08-01,1845673,1726851
Regional Train,2018-09-01,1676490,1773802
Regional Train,2018-10-01,1872410,1798191
Regional Train,2018-11-01,1755492,1768130
Regional Train,2018-12-01,1534399,1720767
Regional Train,2019-01-01,1532342,1607411
Regional Train,2019-02-01,1676391,1581044
Regional Train,2019-03-01,1916630,1708454
Regional Train,2019-04-01,1722745,1771922
Regional Train,2019-05-01,2007166,1882180
Regional Train,2019-06-01,1704331,1811414
Regional Train,2019-07-01,1898701,1870066
Regional Train,2019-08-01,1981136,1861389
Regional Train,2019-09-01,1805116,1894984
Regional Train,2019-10-01,1927784,1904678
Regional Train,2019-11-01,1728907,1820602
Regional Train,2019-12-01,1648394,1768361
Regional Train,2020-01-01,1684792,1687364
Regional Train,2020-02-01,1771293,1701493
Regional Train,2020-03-01,1252698,1569594
Regional Train,2020-04-01,245905,1089965
Regional Train,2020-05-01,374640,624414
Regional Train,2020-06-01,580767,400437
Regional Train,2020-07-01,425103,460170
Regional Train,2020-08-01,222256,409375
Regional Train,2020-09-01,257723,301694
Regional Train,2020-10-01,365653,281877
Regional Train,2020-11-01,593115,405497
Regional Train,2020-12-01,894120,617629
Regional Train,2021-01-01,738979,742071
Regional Train,2021-02-01,759259,797452
Regional Train,2021-03-01,1182831,893689
Regional Train,2021-04-01,1199886,1047325
Regional Train,2021-05-01,1117254,1166657
Regional Train,2021-06-01,624054,980398
Regional Train,2021-07-01,688891,810066
Regional Train,2021-08-01,444102,585682
Regional Train,2021-09-01,257172,463388
Regional Train,2021-10-01,376222,359165
Regional Train,2021-11-01,759913,464435
Regional Train,2021-12-01,994159,710098
Regional Train,2022-01-01,675856,809976
Regional Train,2022-02-01,865020,845011
Regional Train,2022-03-01,1298156,946344
Regional Train,2022-04-01,1220454,1127876
Regional Train,2022-05-01,1288118,1268909
Regional Train,2022-06-01,1239135,1249235
Regional Train,2022-07-01,1314106,1280453
Regional Train,2022-08-01,1349992,1301077
Regional Train,2022-09-01,1378784,1347627
Regional Train,2022-10-01,1388467,1372414
Regional Train,2022-11-01,1366061,1377770
Regional Train,2022-12-01,1372918,1375815
Regional Train,2023-01-01,1295225,1344734
Regional Train,2023-02-01,1424645,1364262
Regional Train,2023-03-01,1869164,1529678
Regional Train,2023-04-01,1469224,1587677
Regional Train,2023-05-01,1743181,1693856
Regional Train,2023-06-01,1693444,1635283
Regional Train,2023-07-01,1846565,1761063
Regional Train,2023-08-01,1807251,1782420
Regional Train,2023-09-01,1775964,1809926
Regional Train,2023-10-01,1849701,1810972
Regional Train,2023-11-01,1808656,1811440
Regional Train,2023-12-01,1759529,1805962
Regional Train,2024-01-01,1758433,1775539
Regional Train,2024-02-01,1781717,1766559
Regional Train,2024-03-01,2042080,1860743
Regional Train,2024-04-01,2009412,1944403
Regional Train,2024-05-01,2164662,2072051
Regional Train,2024-06-01,1882061,2018711
Regional Train,2024-07-01,2084437,2043720
Regional Train,2024-08-01,2122092,2029530
Regional Train,2024-09-01,1970804,2059111
Regional Train,2024-10-01,2277335,2123410
Regional Train,2024-11-01,2001615,2083251
Regional Train,2024-12-01,1977501,2085483
Regional Train,2025-01-01,1923083,1967399
Regional Train,2025-02-01,1927292,1942625
Regional Train,2025-03-01,2340160,2063511
Regional Train,2025-04-01,2107410,2124954
Regional Train,2025-05-01,2334482,2260684
Regional Train,2025-06-01,1995473,2145788
Regional Train,2025-07-01,2222082,2184012
Regional Train,2025-08-01,2230571,2149375
Regional Train,2025-09-01,2136275,2196309
Regional Train,2025-10-01,2286247,2217697
Regional Train,2025-11-01,2060472,2160998
Regional Train,2025-12-01,2157499,2168072
Regional Train,2026-01-01,1604510,1940827
