Metropolitan Bus,2022-09-01,7472155,2405774,210.6
Metropolitan Bus,2022-10-01,8156542,3435761,137.4
Metropolitan Bus,2022-11-01,8312554,6453897,28.8
Metropolitan Bus,2022-12-01,7434002,5912880,25.7
Metropolitan Bus,2023-01-01,7090984,4124071,71.9
Metropolitan Bus,2023-02-01,8608284,6205045,38.7
Metropolitan Bus,2023-03-01,10301621,8476974,21.5
Metropolitan Bus,2023-04-01,8124564,6870377,18.3
Metropolitan Bus,2023-05-01,9848630,7779324,26.6
Metropolitan Bus,2023-06-01,8635816,6943793,24.4
Metropolitan Bus,2023-07-01,9219892,7332966,25.7
Metropolitan Bus,2023-08-01,10304037,8338393,23.6
Metropolitan Bus,2023-09-01,9260131,7472155,23.9
Metropolitan Bus,2023-10-01,10083249,8156542,23.6
Metropolitan Bus,2023-11-01,9872183,8312554,18.8
Metropolitan Bus,2023-12-01,8548817,7434002,15.0
Metropolitan Bus,2024-01-01,8335210,7090984,17.5
Metropolitan Bus,2024-02-01,10441479,8608284,21.3
Metropolitan Bus,2024-03-01,10596736,10301621,2.9
Metropolitan Bus,2024-04-01,9271098,8124564,14.1
Metropolitan Bus,2024-05-01,10256661,9848630,4.1
Metropolitan Bus,2024-06-01,8706404,8635816,0.8
Metropolitan Bus,2024-07-01,9829583,9219892,6.6
Metropolitan Bus,2024-08-01,10737761,10304037,4.2
Metropolitan Bus,2024-09-01,9188549,9260131,-0.8
Metropolitan Bus,2024-10-01,10555383,10083249,4.7
Metropolitan Bus,2024-11-01,9323924,9872183,-5.6
Metropolitan Bus,2024-12-01,8687979,8548817,1.6
Metropolitan Bus,2025-01-01,8183939,8335210,-1.8
Metropolitan Bus,2025-02-01,9179004,10441479,-12.1
Metropolitan Bus,2025-03-01,10650660,10596736,0.5
Metropolitan Bus,2025-04-01,9353277,9271098,0.9
Metropolitan Bus,2025-05-01,10384586,10256661,1.2
Metropolitan Bus,2025-06-01,8809813,8706404,1.2
Metropolitan Bus,2025-07-01,9573219,9829583,-2.6
Metropolitan Bus,2025-08-01,9969102,10737761,-7.2
Metropolitan Bus,2025-09-01,9143531,9188549,-0.5
Metropolitan Bus,2025-10-01,10077976,10555383,-4.5
Metropolitan Bus,2025-11-01,8815809,9323924,-5.4
Metropolitan Bus,2025-12-01,8281774,8687979,-4.7
Metropolitan Bus,2026-01-01,7624940,8183939,-6.8
Metropolitan Train,2018-01-01,16809932,NULL,NULL
Metropolitan Train,2018-02-01,19554477,NULL,NULL
Metropolitan Train,2018-03-01,22659010,NULL,NULL
Metropolitan Train,2018-04-01,20312040,NULL,NULL
Metropolitan Train,2018-05-01,22768447,NULL,NULL
Metropolitan Train,2018-06-01,19284755,NULL,NULL
Metropolitan Train,2018-07-01,20732099,NULL,NULL
Metropolitan Train,2018-08-01,22566766,NULL,NULL
Metropolitan Train,2018-09-01,20056487,NULL,NULL
Metropolitan Train,2018-10-01,22299761,NULL,NULL
Metropolitan Train,2018-11-01,20806123,NULL,NULL
Metropolitan Train,2018-12-01,16665365,NULL,NULL
Metropolitan Train,2019-01-01,17074623,16809932,1.6
Metropolitan Train,2019-02-01,20011823,19554477,2.3
Metropolitan Train,2019-03-01,22250796,22659010,-1.8
Metropolitan Train,2019-04-01,18579825,20312040,-8.5
Metropolitan Train,2019-05-01,23045436,22768447,1.2
Metropolitan Train,2019-06-01,19099513,19284755,-1.0
Metropolitan Train,2019-07-01,20771347,20732099,0.2
Metropolitan Train,2019-08-01,22618021,22566766,0.2
Metropolitan Train,2019-09-01,20593343,20056487,2.7
Metropolitan Train,2019-10-01,22429337,22299761,0.6
Metropolitan Train,2019-11-01,20413342,20806123,-1.9
Metropolitan Train,2019-12-01,17890229,16665365,7.3
Metropolitan Train,2020-01-01,17015987,17074623,-0.3
Metropolitan Train,2020-02-01,19811543,20011823,-1.0
Metropolitan Train,2020-03-01,13746958,22250796,-38.2
Metropolitan Train,2020-04-01,2165747,18579825,-88.3
Metropolitan Train,2020-05-01,3670296,23045436,-84.1
Metropolitan Train,2020-06-01,6432121,19099513,-66.3
Metropolitan Train,2020-07-01,3963903,20771347,-80.9
Metropolitan Train,2020-08-01,1887499,22618021,-91.7
Metropolitan Train,2020-09-01,1931257,20593343,-90.6
Metropolitan Train,2020-10-01,3388960,22429337,-84.9
Metropolitan Train,2020-11-01,6439402,20413342,-68.5
Metropolitan Train,2020-12-01,7868276,17890229,-56.0
Metropolitan Train,2021-01-01,7231312,17015987,-57.5
Metropolitan Train,2021-02-01,7822660,19811543,-60.5
Metropolitan Train,2021-03-01,11852314,13746958,-13.8
Metropolitan Train,2021-04-01,11632636,2165747,437.1
Metropolitan Train,2021-05-01,11375712,3670296,209.9
Metropolitan Train,2021-06-01,6321515,6432121,-1.7
Metropolitan Train,2021-07-01,7512489,3963903,89.5
Metropolitan Train,2021-08-01,3954587,1887499,109.5
Metropolitan Train,2021-09-01,2769485,1931257,43.4
Metropolitan Train,2021-10-01,3995863,3388960,17.9
Metropolitan Train,2021-11-01,8341146,6439402,29.5
Metropolitan Train,2021-12-01,9127862,7868276,16.0
Metropolitan Train,2022-01-01,5778986,7231312,-20.1
Metropolitan Train,2022-02-01,8382008,7822660,7.2
Metropolitan Train,2022-03-01,13045722,11852314,10.1
Metropolitan Train,2022-04-01,11890697,11632636,2.2
Metropolitan Train,2022-05-01,12833409,11375712,12.8
Metropolitan Train,2022-06-01,11842624,6321515,87.3
Metropolitan Train,2022-07-01,12019600,7512489,60.0
Metropolitan Train,2022-08-01,13095346,3954587,231.1
Metropolitan Train,2022-09-01,12936260,2769485,367.1
Metropolitan Train,2022-10-01,12909284,3995863,223.1
Metropolitan Train,2022-11-01,13072188,8341146,56.7
Metropolitan Train,2022-12-01,11867965,9127862,30.0
Metropolitan Train,2023-01-01,10109375,5778986,74.9
Metropolitan Train,2023-02-01,12831622,8382008,53.1
Metropolitan Train,2023-03-01,16527142,13045722,26.7
Metropolitan Train,2023-04-01,13288137,11890697,11.8
Metropolitan Train,2023-05-01,15312507,12833409,19.3
Metropolitan Train,2023-06-01,13115087,11842624,10.7
Metropolitan Train,2023-07-01,14020167,12019600,16.6
Metropolitan Train,2023-08-01,16437412,13095346,25.5
Metropolitan Train,2023-09-01,14847177,12936260,14.8
Metropolitan Train,2023-10-01,15199277,12909284,17.7
Metropolitan Train,2023-11-01,14653512,13072188,12.1
Metropolitan Train,2023-12-01,13516661,11867965,13.9
Metropolitan Train,2024-01-01,13254775,10109375,31.1
Metropolitan Train,2024-02-01,15828610,12831622,23.4
Metropolitan Train,2024-03-01,17171572,16527142,3.9
Metropolitan Train,2024-04-01,15943432,13288137,20.0
Metropolitan Train,2024-05-01,17201139,15312507,12.3
Metropolitan Train,2024-06-01,14454677,13115087,10.2
Metropolitan Train,2024-07-01,15901814,14020167,13.4
Metropolitan Train,2024-08-01,17273609,16437412,5.1
Metropolitan Train,2024-09-01,15323401,14847177,3.2
Metropolitan Train,2024-10-01,16934209,15199277,11.4
Metropolitan Train,2024-11-01,14968410,14653512,2.1
Metropolitan Train,2024-12-01,13603360,13516661,0.6
Metropolitan Train,2025-01-01,13379440,13254775,0.9
Metropolitan Train,2025-02-01,14514256,15828610,-8.3
Metropolitan Train,2025-03-01,17994138,17171572,4.8
Metropolitan Train,2025-04-01,15480989,15943432,-2.9
Metropolitan Train,2025-05-01,17588793,17201139,2.3
Metropolitan Train,2025-06-01,14442545,14454677,-0.1
Metropolitan Train,2025-07-01,15451503,15901814,-2.8
Metropolitan Train,2025-08-01,16189046,17273609,-6.3
Metropolitan Train,2025-09-01,14998479,15323401,-2.1
Metropolitan Train,2025-10-01,15977164,16934209,-5.7
Metropolitan Train,2025-11-01,14297664,14968410,-4.5
Metropolitan Train,2025-12-01,14894850,13603360,9.5
Metropolitan Train,2026-01-01,14263509,13379440,6.6
Metropolitan Tram,2018-01-01,15231368,NULL,NULL
Metropolitan Tram,2018-02-01,16980925,NULL,NULL
Metropolitan Tram,2018-03-01,19832126,NULL,NULL
Metropolitan Tram,2018-04-01,16919872,NULL,NULL
Metropolitan Tram,2018-05-01,17691427,NULL,NULL
Metropolitan Tram,2018-06-01,15836171,NULL,NULL
Metropolitan Tram,2018-07-01,17169239,NULL,NULL
Metropolitan Tram,2018-08-01,18415592,NULL,NULL
Metropolitan Tram,2018-09-01,15892774,NULL,NULL
Metropolitan Tram,2018-10-01,18677490,NULL,NULL
Metropolitan Tram,2018-11-01,17398998,NULL,NULL
Metropolitan Tram,2018-12-01,15404107,NULL,NULL
Metropolitan Tram,2019-01-01,15695535,15231368,3.0
Metropolitan Tram,2019-02-01,16485000,16980925,-2.9
Metropolitan Tram,2019-03-01,19456794,19832126,-1.9
Metropolitan Tram,2019-04-01,17400302,16919872,2.8
Metropolitan Tram,2019-05-01,18410816,17691427,4.1
Metropolitan Tram,2019-06-01,15041547,15836171,-5.0
Metropolitan Tram,2019-07-01,16784796,17169239,-2.2
Metropolitan Tram,2019-08-01,17578879,18415592,-4.5
Metropolitan Tram,2019-09-01,15733247,15892774,-1.0
Metropolitan Tram,2019-10-01,16917616,18677490,-9.4
Metropolitan Tram,2019-11-01,15344062,17398998,-11.8
Metropolitan Tram,2019-12-01,13736921,15404107,-10.8
Metropolitan Tram,2020-01-01,13396238,15695535,-14.6
Metropolitan Tram,2020-02-01,14656787,16485000,-11.1
Metropolitan Tram,2020-03-01,9602985,19456794,-50.6
Metropolitan Tram,2020-04-01,1376119,17400302,-92.1
Metropolitan Tram,2020-05-01,2587250,18410816,-85.9
Metropolitan Tram,2020-06-01,4080847,15041547,-72.9
Metropolitan Tram,2020-07-01,2505061,16784796,-85.1
Metropolitan Tram,2020-08-01,1224017,17578879,-93.0
Metropolitan Tram,2020-09-01,1245928,15733247,-92.1
Metropolitan Tram,2020-10-01,2130346,16917616,-87.4
Metropolitan Tram,2020-11-01,4511166,15344062,-70.6
Metropolitan Tram,2020-12-01,5995164,13736921,-56.4
Metropolitan Tram,2021-01-01,5553277,13396238,-58.5
Metropolitan Tram,2021-02-01,5882295,14656787,-59.9
Metropolitan Tram,2021-03-01,8750223,9602985,-8.9
Metropolitan Tram,2021-04-01,9123455,1376119,563.0
Metropolitan Tram,2021-05-01,8761433,2587250,238.6
Metropolitan Tram,2021-06-01,4557256,4080847,11.7
Metropolitan Tram,2021-07-01,5093722,2505061,103.3
Metropolitan Tram,2021-08-01,2686330,1224017,119.5
Metropolitan Tram,2021-09-01,1910362,1245928,53.3
Metropolitan Tram,2021-10-01,3102681,2130346,45.6
Metropolitan Tram,2021-11-01,7034365,4511166,55.9
Metropolitan Tram,2021-12-01,8359146,5995164,39.4
Metropolitan Tram,2022-01-01,5372999,5553277,-3.2
Metropolitan Tram,2022-02-01,7962117,5882295,35.4
Metropolitan Tram,2022-03-01,11614262,8750223,32.7
Metropolitan Tram,2022-04-01,10065400,9123455,10.3
Metropolitan Tram,2022-05-01,10150913,8761433,15.9
Metropolitan Tram,2022-06-01,9590565,4557256,110.4
Metropolitan Tram,2022-07-01,11129287,5093722,118.5
Metropolitan Tram,2022-08-01,12361088,2686330,360.1
Metropolitan Tram,2022-09-01,11791504,1910362,517.2
Metropolitan Tram,2022-10-01,12080170,3102681,289.3
Metropolitan Tram,2022-11-01,12137205,7034365,72.5
Metropolitan Tram,2022-12-01,10945095,8359146,30.9
Metropolitan Tram,2023-01-01,12245668,5372999,127.9
Metropolitan Tram,2023-02-01,12894448,7962117,61.9
Metropolitan Tram,2023-03-01,15292063,11614262,31.7
Metropolitan Tram,2023-04-01,12402173,10065400,23.2
Metropolitan Tram,2023-05-01,12760569,10150913,25.7
Metropolitan Tram,2023-06-01,11602791,9590565,21.0
Metropolitan Tram,2023-07-01,12335062,11129287,10.8
Metropolitan Tram,2023-08-01,13280460,12361088,7.4
Metropolitan Tram,2023-09-01,12149257,11791504,3.0
Metropolitan Tram,2023-10-01,12453509,12080170,3.1
Metropolitan Tram,2023-11-01,12503061,12137205,3.0
Metropolitan Tram,2023-12-01,12173168,10945095,11.2
Metropolitan Tram,2024-01-01,11821351,12245668,-3.5
Metropolitan Tram,2024-02-01,13427105,12894448,4.1
Metropolitan Tram,2024-03-01,14840535,15292063,-3.0
Metropolitan Tram,2024-04-01,14241713,12402173,14.8
Metropolitan Tram,2024-05-01,13914626,12760569,9.0
Metropolitan Tram,2024-06-01,11656478,11602791,0.5
Metropolitan Tram,2024-07-01,13019738,12335062,5.6
Metropolitan Tram,2024-08-01,13714916,13280460,3.3
Metropolitan Tram,2024-09-01,11695377,12149257,-3.7
Metropolitan Tram,2024-10-01,14575255,12453509,17.0
Metropolitan Tram,2024-11-01,13548253,12503061,8.4
Metropolitan Tram,2024-12-01,13101396,12173168,7.6
Metropolitan Tram,2025-01-01,12523366,11821351,5.9
Metropolitan Tram,2025-02-01,13058985,13427105,-2.7
Metropolitan Tram,2025-03-01,15300456,14840535,3.1
Metropolitan Tram,2025-04-01,13414808,14241713,-5.8
Metropolitan Tram,2025-05-01,14443916,13914626,3.8
Metropolitan Tram,2025-06-01,11792860,11656478,1.2
Metropolitan Tram,2025-07-01,12651420,13019738,-2.8
Metropolitan Tram,2025-08-01,12233414,13714916,-10.8
Metropolitan Tram,2025-09-01,11515404,11695377,-1.5
Metropolitan Tram,2025-10-01,12402127,14575255,-14.9
Metropolitan Tram,2025-11-01,12265500,13548253,-9.5
Metropolitan Tram,2025-12-01,12069311,13101396,-7.9
Metropolitan Tram,2026-01-01,NULL,12523366,NULL
Regional Bus,2018-01-01,721229,NULL,NULL
Regional Bus,2018-02-01,1118494,NULL,NULL
Regional Bus,2018-03-01,1224816,NULL,NULL
Regional Bus,2018-04-01,946218,NULL,NULL
Regional Bus,2018-05-01,1258704,NULL,NULL
Regional Bus,2018-06-01,1077970,NULL,NULL
Regional Bus,2018-07-01,967622,NULL,NULL
Regional Bus,2018-08-01,1261319,NULL,NULL
Regional Bus,2018-09-01,1033758,NULL,NULL
Regional Bus,2018-10-01,1232418,NULL,NULL
Regional Bus,2018-11-01,1182863,NULL,NULL
Regional Bus,2018-12-01,878944,NULL,NULL
Regional Bus,2019-01-01,748369,721229,3.8
Regional Bus,2019-02-01,1201991,1118494,7.5
Regional Bus,2019-03-01,1232933,1224816,0.7
Regional Bus,2019-04-01,961318,946218,1.6
Regional Bus,2019-05-01,1287180,1258704,2.3
Regional Bus,2019-06-01,1084632,1077970,0.6
Regional Bus,2019-07-01,1083306,967622,12.0
Regional Bus,2019-08-01,1275349,1261319,1.1
Regional Bus,2019-09-01,1089826,1033758,5.4
Regional Bus,2019-10-01,1212228,1232418,-1.6
Regional Bus,2019-11-01,1126220,1182863,-4.8
Regional Bus,2019-12-01,873469,878944,-0.6
Regional Bus,2020-01-01,764361,748369,2.1
Regional Bus,2020-02-01,1276038,1201991,6.2
Regional Bus,2020-03-01,947946,1232933,-23.1
Regional Bus,2020-04-01,227342,961318,-76.4
Regional Bus,2020-05-01,368116,1287180,-71.4
Regional Bus,2020-06-01,763812,1084632,-29.6
Regional Bus,2020-07-01,769837,1083306,-28.9
Regional Bus,2020-08-01,343285,1275349,-73.1
Regional Bus,2020-09-01,380397,1089826,-65.1
Regional Bus,2020-10-01,848872,1212228,-30.0
Regional Bus,2020-11-01,911034,1126220,-19.1
Regional Bus,2020-12-01,666297,873469,-23.7
Regional Bus,2021-01-01,484867,764361,-36.6
Regional Bus,2021-02-01,797454,1276038,-37.5
Regional Bus,2021-03-01,1009127,947946,6.5
Regional Bus,2021-04-01,697503,227342,206.8
Regional Bus,2021-05-01,811685,368116,120.5
Regional Bus,2021-06-01,693393,763812,-9.2
Regional Bus,2021-07-01,599227,769837,-22.2
Regional Bus,2021-08-01,707880,343285,106.2
Regional Bus,2021-09-01,451102,380397,18.6
Regional Bus,2021-10-01,656824,848872,-22.6
Regional Bus,2021-11-01,855704,911034,-6.1
Regional Bus,2021-12-01,688849,666297,3.4
Regional Bus,2022-01-01,549859,484867,13.4
Regional Bus,2022-02-01,985731,797454,23.6
Regional Bus,2022-03-01,1060923,1009127,5.1
Regional Bus,2022-04-01,838558,697503,20.2
Regional Bus,2022-05-01,1121794,811685,38.2
Regional Bus,2022-06-01,926422,693393,33.6
Regional Bus,2022-07-01,975473,599227,62.8
Regional Bus,2022-08-01,1098964,707880,55.2
Regional Bus,2022-09-01,858200,451102,90.2
Regional Bus,2022-10-01,1159113,656824,76.5
Regional Bus,2022-11-01,1035487,855704,21.0
Regional Bus,2022-12-01,863993,688849,25.4
Regional Bus,2023-01-01,820221,549859,49.2
Regional Bus,2023-02-01,1096006,985731,11.2
Regional Bus,2023-03-01,1247122,1060923,17.6
Regional Bus,2023-04-01,938444,838558,11.9
Regional Bus,2023-05-01,1222849,1121794,9.0
Regional Bus,2023-06-01,1049480,926422,13.3
Regional Bus,2023-07-01,1148259,975473,17.7
Regional Bus,2023-08-01,1255113,1098964,14.2
Regional Bus,2023-09-01,1103635,858200,28.6
Regional Bus,2023-10-01,1242909,1159113,7.2
Regional Bus,2023-11-01,1190730,1035487,15.0
Regional Bus,2023-12-01,1009701,863993,16.9
Regional Bus,2024-01-01,841044,820221,2.5
Regional Bus,2024-02-01,1115173,1096006,1.7
Regional Bus,2024-03-01,1116628,1247122,-10.5
Regional Bus,2024-04-01,1056862,938444,12.6
Regional Bus,2024-05-01,1247979,1222849,2.1
Regional Bus,2024-06-01,994915,1049480,-5.2
Regional Bus,2024-07-01,1068435,1148259,-7.0
Regional Bus,2024-08-01,1183307,1255113,-5.7
Regional Bus,2024-09-01,1027230,1103635,-6.9
Regional Bus,2024-10-01,1193762,1242909,-4.0
Regional Bus,2024-11-01,940930,1190730,-21.0
Regional Bus,2024-12-01,921439,1009701,-8.7
Regional Bus,2025-01-01,782149,841044,-7.0
Regional Bus,2025-02-01,1025310,1115173,-8.1
Regional Bus,2025-03-01,1147175,1116628,2.7
Regional Bus,2025-04-01,961133,1056862,-9.1
Regional Bus,2025-05-01,1110728,1247979,-11.0
Regional Bus,2025-06-01,962106,994915,-3.3
Regional Bus,2025-07-01,956183,1068435,-10.5
Regional Bus,2025-08-01,990904,1183307,-16.3
Regional Bus,2025-09-01,940369,1027230,-8.5
Regional Bus,2025-10-01,1117069,1193762,-6.4
Regional Bus,2025-11-01,936233,940930,-0.5
Regional Bus,2025-12-01,895411,921439,-2.8
Regional Bus,2026-01-01,771902,782149,-1.3
Regional Coach,2018-01-01,116568,NULL,NULL
Regional Coach,2018-02-01,103197,NULL,NULL
Regional Coach,2018-03-01,117180,NULL,NULL
Regional Coach,2018-04-01,107480,NULL,NULL
Regional Coach,2018-05-01,109456,NULL,NULL
Regional Coach,2018-06-01,101215,NULL,NULL
Regional Coach,2018-07-01,109103,NULL,NULL
Regional Coach,2018-08-01,110348,NULL,NULL
Regional Coach,2018-09-01,104525,NULL,NULL
Regional Coach,2018-10-01,121267,NULL,NULL
Regional Coach,2018-11-01,111699,NULL,NULL
Regional Coach,2018-12-01,113023,NULL,NULL
Regional Coach,2019-01-01,110708,116568,-5.0
Regional Coach,2019-02-01,103886,103197,0.7
Regional Coach,2019-03-01,112302,117180,-4.2
Regional Coach,2019-04-01,111012,107480,3.3
Regional Coach,2019-05-01,111604,109456,2.0
Regional Coach,2019-06-01,98137,101215,-3.0
Regional Coach,2019-07-01,108706,109103,-0.4
Regional Coach,2019-08-01,107987,110348,-2.1
Regional Coach,2019-09-01,104419,104525,-0.1
Regional Coach,2019-10-01,115819,121267,-4.5
Regional Coach,2019-11-01,106782,111699,-4.4
Regional Coach,2019-12-01,110447,113023,-2.3
Regional Coach,2020-01-01,105751,110708,-4.5
Regional Coach,2020-02-01,99955,103886,-3.8
Regional Coach,2020-03-01,74665,112302,-33.5
Regional Coach,2020-04-01,17602,111012,-84.1
Regional Coach,2020-05-01,29670,111604,-73.4
Regional Coach,2020-06-01,51732,98137,-47.3
Regional Coach,2020-07-01,41425,108706,-61.9
Regional Coach,2020-08-01,17890,107987,-83.4
Regional Coach,2020-09-01,23051,104419,-77.9
Regional Coach,2020-10-01,36990,115819,-68.1
Regional Coach,2020-11-01,51260,106782,-52.0
Regional Coach,2020-12-01,74068,110447,-32.9
Regional Coach,2021-01-01,60026,105751,-43.2
Regional Coach,2021-02-01,54099,99955,-45.9
Regional Coach,2021-03-01,75765,74665,1.5
Regional Coach,2021-04-01,75002,17602,326.1
Regional Coach,2021-05-01,66206,29670,123.1
Regional Coach,2021-06-01,46233,51732,-10.6
Regional Coach,2021-07-01,45599,41425,10.1
Regional Coach,2021-08-01,33264,17890,85.9
Regional Coach,2021-09-01,23838,23051,3.4
Regional Coach,2021-10-01,33948,36990,-8.2
Regional Coach,2021-11-01,55165,51260,7.6
Regional Coach,2021-12-01,67426,74068,-9.0
Regional Coach,2022-01-01,51750,60026,-13.8
Regional Coach,2022-02-01,57210,54099,5.8
Regional Coach,2022-03-01,73664,75765,-2.8
Regional Coach,2022-04-01,73735,75002,-1.7
Regional Coach,2022-05-01,71603,66206,8.2
Regional Coach,2022-06-01,70919,46233,53.4
Regional Coach,2022-07-01,75239,45599,65.0
Regional Coach,2022-08-01,74401,33264,123.7
Regional Coach,2022-09-01,74648,23838,213.1
Regional Coach,2022-10-01,68919,33948,103.0
Regional Coach,2022-11-01,74053,55165,34.2
Regional Coach,2022-12-01,85612,67426,27.0
Regional Coach,2023-01-01,84946,51750,64.1
Regional Coach,2023-02-01,77949,57210,36.3
Regional Coach,2023-03-01,88964,73664,20.8
Regional Coach,2023-04-01,89335,73735,21.2
Regional Coach,2023-05-01,95859,71603,33.9
Regional Coach,2023-06-01,94894,70919,33.8
Regional Coach,2023-07-01,99755,75239,32.6
Regional Coach,2023-08-01,98413,74401,32.3
Regional Coach,2023-09-01,100982,74648,35.3
Regional Coach,2023-10-01,106717,68919,54.8
Regional Coach,2023-11-01,104648,74053,41.3
Regional Coach,2023-12-01,111120,85612,29.8
Regional Coach,2024-01-01,113350,84946,33.4
Regional Coach,2024-02-01,104337,77949,33.9
Regional Coach,2024-03-01,112283,88964,26.2
Regional Coach,2024-04-01,114813,89335,28.5
Regional Coach,2024-05-01,109868,95859,14.6
Regional Coach,2024-06-01,104351,94894,10.0
Regional Coach,2024-07-01,110936,99755,11.2
Regional Coach,2024-08-01,108656,98413,10.4
Regional Coach,2024-09-01,107465,100982,6.4
Regional Coach,2024-10-01,126770,106717,18.8
Regional Coach,2024-11-01,112359,104648,7.4
Regional Coach,2024-12-01,121320,111120,9.2
Regional Coach,2025-01-01,122422,113350,8.0
Regional Coach,2025-02-01,104244,104337,-0.1
Regional Coach,2025-03-01,119824,112283,6.7
Regional Coach,2025-04-01,116481,114813,1.5
Regional Coach,2025-05-01,111430,109868,1.4
Regional Coach,2025-06-01,110283,104351,5.7
Regional Coach,2025-07-01,113079,110936,1.9
Regional Coach,2025-08-01,106863,108656,-1.7
Regional Coach,2025-09-01,105410,107465,-1.9
Regional Coach,2025-10-01,118470,126770,-6.5
Regional Coach,2025-11-01,107793,112359,-4.1
Regional Coach,2025-12-01,122578,121320,1.0
Regional Coach,2026-01-01,110891,122422,-9.4
Regional Train,2018-01-01,1466256,NULL,NULL
Regional Train,2018-02-01,1522981,NULL,NULL
Regional Train,2018-03-01,1809774,NULL,NULL
Regional Train,2018-04-01,1684827,NULL,NULL
Regional Train,2018-05-01,1790656,NULL,NULL
Regional Train,2018-06-01,1535636,NULL,NULL
Regional Train,2018-07-01,1799245,NULL,NULL
Regional Train,2018-08-01,1845673,NULL,NULL
Regional Train,2018-09-01,1676490,NULL,NULL
Regional Train,2018-10-01,1872410,NULL,NULL
Regional Train,2018-11-01,1755492,NULL,NULL
Regional Train,2018-12-01,1534399,NULL,NULL
Regional Train,2019-01-01,1532342,1466256,4.5
Regional Train,2019-02-01,1676391,1522981,10.1
Regional Train,2019-03-01,1916630,1809774,5.9
Regional Train,2019-04-01,1722745,1684827,2.3
Regional Train,2019-05-01,2007166,1790656,12.1
Regional Train,2019-06-01,1704331,1535636,11.0
Regional Train,2019-07-01,1898701,1799245,5.5
Regional Train,2019-08-01,1981136,1845673,7.3
Regional Train,2019-09-01,1805116,1676490,7.7
Regional Train,2019-10-01,1927784,1872410,3.0
Regional Train,2019-11-01,1728907,1755492,-1.5
Regional Train,2019-12-01,1648394,1534399,7.4
Regional Train,2020-01-01,1684792,1532342,9.9
Regional Train,2020-02-01,1771293,1676391,5.7
Regional Train,2020-03-01,1252698,1916630,-34.6
Regional Train,2020-04-01,245905,1722745,-85.7
